=== ПАРАМЕТРЫ ПРОГОНА ===
Дата прогона,2026-03-18T23:06:43
Капитал,1000000
Старт,2015
OOS год,2023
Макс позиций S1,2
Макс позиций S2,2
Комиссия %,0.06
Проскальзывание %,0.10
Ребалансировка,none

--- Сигнал ---
Мин объём (млн),100
Мин VR,3.6
Макс VR,10
Дней сигнала,1
ATR мин %,1.3
ATR окно,20
MA период,50
MA фильтр,above
Bull bar,да
CP мин %,0.55
Макс дн. доходность %,10
VR подтверждение,1.5
Gap отмена %,6
Vol окно,30

--- Выход ---
Стоп-лосс %,22
Див гэп %,3
ROT множитель,1.5
ROT абс %,0.5

--- Тиры ---
ULTRA minVR,7.1
ULTRA maxHold,10
ULTRA TS after,6
ULTRA TS dist %,1.8
STRONG minVR,5.1
STRONG maxHold,7
STRONG TS after,6
STRONG TS dist %,1.6
BASE minVR,3.6
BASE maxHold,5
BASE TS after,5
BASE TS dist %,1.4

=== ИТОГИ ===
Всего сделок,863
Средняя доходность %,4.57
Медианная доходность %,1.62
Win rate %,67.7
Profit factor,5.62
Sharpe,2.63
Макс просадка %,38.78
Общая доходность %,1933719858.07
CAGR %,0.00
Макс выигрыш %,108.22
Макс проигрыш %,-22.12
Ср. выигрыш %,8.22
Ср. проигрыш %,3.06
Макс серия побед,17
Макс серия потерь,6
Ср. удержание дней,5.1
Период,2015-01-05 — 2026-03-18

=== СДЕЛКИ ===
#,Ticker,Strategy,Tier,VR,ATR%,Signal,Entry,Exit,EntryPx,ExitPx,Return%,Held,Reason
12,KMEZ,S2,STRONG,6.66,10.28,2015-03-31,2015-04-01,2015-04-13,476.76,564.89,18.49,6,ts_extend
13,LNZLP,S2,ULTRA,7.62,3.83,2015-04-07,2015-04-08,2015-04-16,1742.78,1754.97,0.70,6,ts_extend
14,AFLT,S1,BASE,4.49,3.73,2015-04-10,2015-04-13,2015-04-20,37.19,38.84,4.43,5,ts_extend
15,DZRDP,S2,STRONG,5.49,6.39,2015-04-15,2015-04-16,2015-04-27,1252.00,1567.95,25.24,6,ts_extend
16,TGKB,S2,STRONG,6.30,7.91,2015-04-27,2015-04-28,2015-05-08,0.00,0.00,1.36,6,ts_extend
17,ARSA,S2,STRONG,5.72,6.24,2015-05-08,2015-05-12,2015-05-21,0.83,0.84,0.45,6,ts_extend
18,PMSB,S2,STRONG,5.11,4.26,2015-05-25,2015-05-26,2015-06-09,45.97,48.14,4.71,7,ts_extend
19,RTKM,S1,BASE,4.63,1.86,2015-06-09,2015-06-10,2015-06-18,97.26,95.83,-1.46,5,ts_extend
20,MRKZ,S2,BASE,5.05,5.45,2015-06-15,2015-06-16,2015-06-23,0.03,0.03,2.45,5,ts_extend
21,SELG,S2,ULTRA,7.86,2.21,2015-06-25,2015-06-26,2015-07-01,4.21,4.08,-2.93,3,rotate_atr20
22,MVID,S2,ULTRA,7.36,2.29,2015-06-25,2015-06-26,2015-07-02,191.31,188.60,-1.42,4,rotate_atr20
23,RGSS,S1,BASE,4.14,1.49,2015-06-29,2015-06-30,2015-08-06,5.28,5.30,0.44,5,max_hold
24,SAREP,S2,BASE,4.26,7.79,2015-06-30,2015-07-01,2015-07-08,0.07,0.09,37.28,5,ts_extend
25,PLZL,S2,ULTRA,7.96,5.23,2015-07-01,2015-07-02,2015-07-13,173.28,178.19,2.84,7,ts_extend
26,NNSBP,S2,ULTRA,7.16,2.70,2015-07-16,2015-07-17,2015-07-20,703.12,700.88,-0.32,1,rotate_atr20
27,DIOD,S2,STRONG,6.75,4.05,2015-07-16,2015-07-17,2015-07-27,4.28,4.55,6.36,6,ts_extend
28,KRSBP,S2,STRONG,5.70,9.73,2015-07-16,2015-07-20,2015-07-31,1.99,1.96,-1.76,6,ts_extend
29,NKNC,S2,ULTRA,7.70,2.60,2015-07-29,2015-07-30,2015-08-07,32.75,38.24,16.75,6,ts_extend
30,YKENP,S2,STRONG,5.22,6.27,2015-08-11,2015-08-12,2015-08-26,0.18,0.18,0.81,6,ts_extend
31,KAZTP,S2,STRONG,5.82,6.46,2015-08-25,2015-08-26,2015-09-03,55.09,58.95,7.00,6,ts_extend
32,BLNG,S2,BASE,4.90,3.77,2015-09-03,2015-09-04,2015-09-11,4.03,4.04,0.24,5,ts_extend
33,YKENP,S2,BASE,3.88,5.37,2015-09-09,2015-09-14,2015-09-18,0.18,0.14,-22.12,4,cat_stop
34,NKNC,S2,BASE,4.68,4.13,2015-09-21,2015-09-22,2015-09-24,40.26,31.36,-22.12,2,cat_stop
35,GAZA,S2,BASE,3.79,9.07,2015-09-29,2015-09-30,2015-10-09,491.79,484.12,-1.56,5,ts_extend
36,SBERP,S1,BASE,3.69,2.15,2015-10-07,2015-10-08,2015-10-15,64.34,67.14,4.35,5,max_hold
37,SELG,S2,BASE,4.87,2.80,2015-10-14,2015-10-15,2015-10-22,4.14,4.11,-0.76,5,ts_extend
38,TNSE,S2,STRONG,6.82,1.59,2015-10-22,2015-10-23,2015-10-27,1476.86,1442.69,-2.31,2,rotate_atr20
39,BSPB,S2,BASE,3.85,1.99,2015-10-22,2015-10-23,2015-10-30,39.86,39.87,0.01,5,ts_extend
40,LNZLP,S2,STRONG,5.49,2.86,2015-10-26,2015-10-27,2015-11-05,3034.85,3114.29,2.62,6,ts_extend
41,KMAZ,S2,STRONG,6.65,1.81,2015-11-03,2015-11-05,2015-11-13,35.86,35.61,-0.68,6,ts_extend
42,RGSS,S1,ULTRA,9.43,1.46,2015-11-05,2015-11-06,2015-12-01,5.42,5.41,-0.12,7,ts_extend
43,ARSA,S2,STRONG,5.27,4.68,2015-11-12,2015-11-13,2015-11-23,1.01,1.09,8.33,6,ts_extend
44,TORSP,S2,STRONG,5.81,3.88,2015-11-12,2015-11-13,2015-11-23,0.23,0.27,16.69,6,ts_extend
45,JNOS,S2,BASE,4.01,6.93,2015-11-20,2015-11-23,2015-11-30,25.04,24.16,-3.51,5,max_hold
46,DZRDP,S2,ULTRA,9.12,3.82,2015-11-20,2015-11-23,2015-12-02,1792.86,1990.27,11.01,6,ts_extend
47,CBOM,S2,BASE,3.61,2.26,2015-11-27,2015-11-30,2015-12-01,3.84,3.84,0.20,1,rotate_atr20
48,SELG,S2,STRONG,5.15,3.56,2015-11-30,2015-12-01,2015-12-09,6.41,8.65,34.87,6,ts_extend
49,JNOSP,S2,ULTRA,8.52,4.00,2015-12-03,2015-12-04,2015-12-15,24.04,25.49,6.04,6,ts_extend
50,TGKBP,S2,STRONG,6.98,5.37,2015-12-08,2015-12-09,2015-12-18,0.00,0.00,6.71,6,ts_extend
51,NNSB,S2,BASE,4.96,2.40,2015-12-10,2015-12-15,2015-12-30,1051.68,975.44,-7.25,1,rotate_atr20
52,TRMK,S2,ULTRA,9.46,2.39,2015-12-17,2015-12-18,2015-12-28,64.10,68.14,6.30,6,ts_extend
53,WTCM,S2,ULTRA,9.46,5.32,2015-12-28,2015-12-29,2016-01-15,9.06,9.56,5.46,6,ts_extend
54,MFGS,S2,ULTRA,8.54,4.22,2015-12-29,2015-12-30,2016-01-18,651.04,646.10,-0.76,6,ts_extend
55,AFKS,S1,STRONG,5.55,2.65,2016-01-14,2016-01-15,2016-01-25,17.64,17.68,0.23,6,ts_extend
56,BISVP,S2,STRONG,5.26,2.50,2016-01-12,2016-01-15,2016-01-28,4.12,4.10,-0.48,6,ts_extend
57,NMTP,S2,ULTRA,8.98,4.90,2016-01-21,2016-01-22,2016-02-01,3.68,4.31,17.06,6,ts_extend
58,KCHE,S2,STRONG,5.20,6.11,2016-01-29,2016-02-01,2016-02-09,0.12,0.12,0.14,6,ts_extend
59,NKNCP,S2,ULTRA,8.19,2.98,2016-02-08,2016-02-09,2016-02-16,24.64,24.76,0.49,5,rotate_atr20
60,MAGE,S2,BASE,4.23,4.94,2016-02-05,2016-02-09,2016-02-18,3.02,3.19,5.62,5,max_hold
61,ROST,S2,BASE,4.58,9.07,2016-02-15,2016-02-16,2016-02-22,60.40,66.25,9.69,5,ts_extend
62,MRKZ,S2,BASE,4.23,3.80,2016-02-17,2016-02-18,2016-02-25,0.03,0.03,-0.70,5,ts_extend
63,RKKE,S2,STRONG,5.54,3.06,2016-02-24,2016-02-25,2016-03-04,3405.44,3418.84,0.39,6,ts_extend
64,AFLT,S1,BASE,3.90,2.92,2016-03-01,2016-03-02,2016-03-10,61.20,67.39,10.12,5,ts_extend
65,LSRG,S2,ULTRA,9.47,1.86,2016-03-03,2016-03-04,2016-03-18,654.04,674.54,3.13,9,ts_extend
66,ABRD,S2,BASE,4.22,7.28,2016-03-18,2016-03-21,2016-03-28,91.65,98.44,7.42,5,ts_extend
67,KRKOP,S2,BASE,3.60,7.03,2016-03-25,2016-03-28,2016-04-04,2.44,2.78,13.59,5,ts_extend
68,DVEC,S2,BASE,5.07,2.51,2016-04-04,2016-04-05,2016-04-12,0.66,0.70,5.41,5,ts_extend
69,KMEZ,S2,BASE,4.67,4.78,2016-04-11,2016-04-12,2016-04-19,428.68,429.21,0.12,5,ts_extend
70,AFKS,S1,BASE,3.76,1.92,2016-04-12,2016-04-13,2016-04-20,18.78,19.35,3.06,5,ts_extend
71,SARE,S2,BASE,3.70,5.11,2016-04-18,2016-04-19,2016-04-20,0.25,0.35,39.40,1,rotate_atr20
72,SAREP,S2,STRONG,5.87,6.50,2016-04-18,2016-04-19,2016-04-27,0.19,0.15,-22.12,6,cat_stop
73,MRKU,S2,STRONG,5.52,8.30,2016-04-19,2016-04-20,2016-04-28,0.12,0.12,-0.28,6,ts_extend
74,TNSE,S2,STRONG,5.18,2.63,2016-04-26,2016-04-27,2016-05-10,1677.68,1699.60,1.31,6,ts_extend
75,KROTP,S2,ULTRA,9.88,3.76,2016-05-04,2016-05-05,2016-05-16,92.65,91.18,-1.58,6,ts_extend
76,KZOS,S2,BASE,4.70,2.60,2016-05-10,2016-05-11,2016-05-18,36.56,38.00,3.94,5,ts_extend
77,MRKU,S2,ULTRA,7.11,4.85,2016-05-16,2016-05-17,2016-05-25,0.12,0.13,8.01,6,ts_extend
78,BANE,S2,BASE,4.42,2.72,2016-05-18,2016-05-19,2016-05-26,2964.74,2974.92,0.34,5,ts_extend
79,WTCMP,S2,BASE,4.45,6.88,2016-05-30,2016-05-31,2016-06-15,6.52,6.42,-1.56,5,ts_extend
80,MTSS,S1,STRONG,6.89,2.21,2016-06-06,2016-06-07,2016-06-16,265.37,263.73,-0.62,6,ts_extend
81,PMSB,S2,ULTRA,9.34,1.87,2016-06-27,2016-06-28,2016-07-06,54.09,53.03,-1.96,6,ts_extend
82,PMSBP,S2,ULTRA,9.49,1.64,2016-06-27,2016-06-28,2016-07-06,54.09,53.03,-1.96,6,ts_extend
83,TORSP,S2,ULTRA,8.51,2.44,2016-07-06,2016-07-07,2016-07-15,0.49,0.50,3.54,6,ts_extend
84,NNSBP,S2,ULTRA,7.62,2.17,2016-07-06,2016-07-07,2016-07-21,995.59,976.11,-1.96,6,ts_extend
85,MGTS,S2,STRONG,5.72,3.40,2016-07-14,2016-07-15,2016-07-25,929.48,927.41,-0.22,6,ts_extend
86,SELG,S2,STRONG,5.15,2.33,2016-07-20,2016-07-21,2016-07-26,9.01,7.79,-13.61,3,rotate_atr20
87,TGKB,S2,ULTRA,8.00,3.66,2016-07-22,2016-07-25,2016-08-02,0.00,0.00,3.41,6,ts_extend
88,MGNT,S1,BASE,4.01,2.62,2016-07-25,2016-07-26,2016-08-02,10491.76,10431.92,-0.57,5,ts_extend
89,MRKY,S2,ULTRA,8.14,4.01,2016-07-25,2016-07-26,2016-08-03,0.05,0.05,0.10,6,ts_extend
90,NKHP,S2,STRONG,5.28,1.78,2016-08-01,2016-08-02,2016-08-10,279.45,269.57,-3.53,5,rotate_atr20
91,AKRN,S2,BASE,4.02,2.36,2016-08-03,2016-08-04,2016-08-11,3650.83,3593.96,-1.56,5,ts_extend
92,LSNG,S2,STRONG,5.31,4.72,2016-08-09,2016-08-10,2016-08-18,5.75,4.48,-22.12,6,cat_stop
93,KMAZ,S2,BASE,4.46,1.65,2016-08-10,2016-08-11,2016-08-15,36.31,36.24,-0.18,2,rotate_atr20
94,LNZL,S2,BASE,3.72,2.70,2016-08-12,2016-08-15,2016-08-16,10286.43,10383.36,0.94,1,rotate_atr20
95,AQUA,S2,STRONG,5.48,5.24,2016-08-15,2016-08-16,2016-08-25,38.06,40.77,7.12,6,ts_extend
96,MTLRP,S2,BASE,4.24,2.67,2016-08-17,2016-08-18,2016-08-22,41.55,43.05,3.62,2,rotate_atr20
97,IGST,S2,BASE,3.62,6.92,2016-08-19,2016-08-22,2016-08-29,781.25,898.56,15.02,5,max_hold
98,HYDR,S1,BASE,4.04,2.57,2016-08-25,2016-08-26,2016-09-02,0.77,0.81,5.24,5,ts_extend
99,ABRD,S2,STRONG,5.44,1.36,2016-08-25,2016-08-26,2016-08-30,90.64,89.86,-0.87,2,rotate_atr20
100,IGSTP,S2,BASE,4.10,4.54,2016-08-26,2016-08-29,2016-09-05,427.68,472.52,10.48,5,ts_extend
101,MTLR,S2,BASE,4.96,2.50,2016-08-29,2016-08-30,2016-09-06,64.65,72.01,11.38,5,ts_extend
102,VTBR,S1,STRONG,6.62,1.45,2016-09-02,2016-09-05,2016-09-13,370.09,377.20,1.92,6,ts_extend
103,MAGEP,S2,STRONG,6.75,4.89,2016-09-02,2016-09-05,2016-09-13,3.14,3.31,5.61,6,ts_extend
104,GAZA,S2,BASE,4.74,2.12,2016-09-05,2016-09-06,2016-09-07,464.74,449.28,-3.33,1,rotate_atr20
105,BLNG,S2,BASE,4.80,3.38,2016-09-06,2016-09-07,2016-09-14,4.93,5.51,11.87,5,ts_extend
106,DVEC,S2,ULTRA,7.16,4.17,2016-09-21,2016-09-22,2016-09-30,0.70,0.69,-0.85,6,ts_extend
107,LIFE,S2,STRONG,5.74,3.13,2016-10-05,2016-10-06,2016-10-10,15.83,14.93,-5.68,2,rotate_atr20
108,USBN,S2,BASE,3.73,8.57,2016-10-05,2016-10-06,2016-10-13,0.15,0.17,8.72,5,ts_extend
109,AQUA,S2,STRONG,5.49,5.78,2016-10-07,2016-10-10,2016-10-20,39.66,40.67,2.54,7,ts_extend
110,KOGK,S2,STRONG,5.11,6.31,2016-10-17,2016-10-18,2016-10-26,490.78,569.81,16.10,6,ts_extend
111,IGSTP,S2,BASE,4.19,3.46,2016-10-21,2016-10-24,2016-10-31,485.78,538.48,10.85,5,ts_extend
112,NLMK,S1,BASE,3.68,2.48,2016-10-26,2016-10-27,2016-11-03,96.49,103.52,7.28,5,ts_extend
113,CNTL,S2,ULTRA,7.48,5.60,2016-10-27,2016-10-28,2016-11-09,23.04,23.48,1.93,6,ts_extend
114,UTAR,S2,BASE,4.34,2.47,2016-10-28,2016-10-31,2016-11-08,9.76,11.52,18.06,5,ts_extend
115,OGKB,S2,BASE,4.76,2.87,2016-11-07,2016-11-08,2016-11-15,0.40,0.42,4.99,5,ts_extend
116,TGKA,S2,ULTRA,7.46,2.58,2016-11-08,2016-11-09,2016-11-10,0.01,0.01,3.94,1,rotate_atr20
117,ROST,S2,STRONG,5.93,4.17,2016-11-09,2016-11-10,2016-11-18,68.61,82.52,20.28,6,ts_extend
118,NLMK,S1,BASE,4.23,3.02,2016-11-10,2016-11-11,2016-11-18,117.54,116.81,-0.62,5,ts_extend
119,KMAZ,S2,BASE,4.02,2.00,2016-11-15,2016-11-16,2016-11-23,46.87,46.86,-0.03,5,ts_extend
120,PRFN,S2,ULTRA,9.13,17.03,2016-11-21,2016-11-22,2016-11-23,7.43,5.78,-22.12,1,cat_stop
121,HYDR,S1,BASE,4.21,2.26,2016-11-25,2016-11-28,2016-12-05,0.88,0.95,7.63,5,ts_extend
122,SAGOP,S2,BASE,4.32,3.41,2016-11-25,2016-11-28,2016-12-05,0.23,0.48,107.68,5,ts_extend
123,BRZL,S2,ULTRA,8.91,2.54,2016-12-02,2016-12-05,2016-12-13,1297.07,1289.26,-0.60,6,ts_extend
124,ROSN,S1,STRONG,6.82,1.97,2016-12-08,2016-12-09,2016-12-19,371.39,407.46,9.71,6,ts_extend
125,KZOS,S2,STRONG,6.18,1.59,2016-12-12,2016-12-13,2016-12-21,43.77,45.00,2.80,6,ts_extend
126,ARSA,S2,STRONG,5.53,2.60,2016-12-20,2016-12-21,2016-12-29,3.46,3.93,13.72,6,ts_extend
127,TGKN,S2,STRONG,6.64,4.02,2016-12-29,2016-12-30,2017-01-10,0.00,0.00,3.00,6,ts_extend
128,TTLK,S2,BASE,3.82,1.86,2017-01-10,2017-01-11,2017-01-18,0.16,0.16,-0.47,5,ts_extend
129,LVHK,S2,BASE,3.94,1.91,2017-01-17,2017-01-18,2017-01-27,8.01,8.19,2.17,5,max_hold
130,HYDR,S1,BASE,3.79,2.32,2017-01-18,2017-01-19,2017-01-26,1.10,1.09,-0.77,5,ts_extend
131,RUAL,S2,BASE,4.42,2.71,2017-01-26,2017-01-27,2017-02-03,34.44,37.02,7.52,5,ts_extend
132,MAGN,S1,BASE,4.92,2.23,2017-01-31,2017-02-01,2017-02-08,40.77,42.92,5.29,5,ts_extend
133,FESH,S2,BASE,4.87,5.40,2017-02-03,2017-02-06,2017-02-13,3.71,3.74,1.05,5,ts_extend
134,UNAC,S2,STRONG,5.73,3.00,2017-02-03,2017-02-06,2017-02-14,0.60,0.61,2.04,6,ts_extend
135,MSTT,S2,BASE,4.96,1.85,2017-02-13,2017-02-14,2017-02-21,105.17,106.12,0.91,5,ts_extend
136,ZVEZ,S2,BASE,3.90,4.12,2017-02-20,2017-02-21,2017-03-01,5.06,6.05,19.69,5,ts_extend
137,BISVP,S2,ULTRA,7.50,1.59,2017-03-06,2017-03-09,2017-03-21,3.81,4.15,8.96,6,ts_extend
138,KLSB,S2,BASE,4.63,6.35,2017-03-20,2017-03-21,2017-03-28,26.04,26.28,0.93,5,ts_extend
139,UNAC,S2,BASE,4.09,3.58,2017-03-29,2017-03-30,2017-04-06,0.79,0.79,-0.09,5,ts_extend
140,GCHE,S2,BASE,3.79,1.77,2017-04-18,2017-04-19,2017-04-24,1111.78,1257.98,13.15,3,rotate_atr20
141,VSMO,S2,BASE,3.86,2.17,2017-04-18,2017-04-19,2017-04-26,15624.96,15731.07,0.68,5,ts_extend
142,KRSBP,S2,STRONG,6.87,3.36,2017-04-21,2017-04-24,2017-05-03,4.12,4.22,2.62,6,ts_extend
143,NKHP,S2,STRONG,6.19,4.48,2017-05-11,2017-05-12,2017-05-22,192.81,205.33,6.49,6,ts_extend
144,IGSTP,S2,ULTRA,7.54,5.09,2017-05-11,2017-05-12,2017-05-23,596.95,621.59,4.13,6,ts_extend
145,NLMK,S1,BASE,4.93,2.56,2017-05-16,2017-05-17,2017-05-24,110.80,109.86,-0.84,5,ts_extend
146,SNGS,S1,BASE,4.17,2.60,2017-05-25,2017-05-26,2017-06-02,29.75,30.86,3.73,5,ts_extend
147,PMSB,S2,BASE,4.73,2.03,2017-05-25,2017-05-26,2017-06-02,68.11,68.12,0.02,5,ts_extend
148,PMSBP,S2,ULTRA,8.69,1.53,2017-06-05,2017-06-06,2017-06-07,69.11,60.90,-11.88,1,rotate_atr20
149,PMSB,S2,BASE,5.05,1.92,2017-06-05,2017-06-06,2017-06-09,68.31,53.20,-22.12,3,cat_stop
150,VLHZ,S2,BASE,4.49,3.95,2017-06-06,2017-06-07,2017-06-15,94.65,93.18,-1.56,5,ts_extend
151,LSNGP,S2,BASE,3.70,3.82,2017-06-14,2017-06-15,2017-06-22,62.35,62.12,-0.37,5,ts_extend
152,RNFT,S2,STRONG,6.09,1.53,2017-06-14,2017-06-15,2017-06-23,598.96,604.19,0.87,6,ts_extend
153,BISVP,S2,STRONG,6.63,2.05,2017-07-04,2017-07-06,2017-07-17,3.90,3.84,-1.41,6,ts_extend
154,MRKV,S2,STRONG,6.07,2.90,2017-07-26,2017-07-27,2017-08-04,0.10,0.10,4.16,6,ts_extend
155,MRKY,S2,STRONG,6.39,4.51,2017-07-26,2017-07-27,2017-08-04,0.05,0.05,0.13,6,ts_extend
156,RUAL,S2,BASE,4.58,3.07,2017-08-03,2017-08-04,2017-08-11,35.48,41.35,16.54,5,ts_extend
157,MRKU,S2,BASE,4.25,4.09,2017-08-14,2017-08-15,2017-08-22,0.17,0.17,-0.27,5,ts_extend
158,VGSB,S2,ULTRA,9.73,4.50,2017-08-14,2017-08-15,2017-08-25,1.02,1.05,3.19,6,ts_extend
159,HIMCP,S2,BASE,4.74,5.54,2017-08-21,2017-08-22,2017-08-29,5.11,5.22,2.14,5,ts_extend
160,MTLR,S1,BASE,3.71,3.09,2017-08-22,2017-08-23,2017-08-30,166.27,164.40,-1.12,5,ts_extend
161,LNZL,S2,ULTRA,8.08,3.48,2017-08-24,2017-08-25,2017-09-04,6800.86,6863.00,0.91,6,ts_extend
162,GAZAP,S2,BASE,4.40,2.93,2017-08-28,2017-08-29,2017-08-30,362.58,366.41,1.06,1,rotate_atr20
163,SAREP,S2,ULTRA,8.14,7.04,2017-08-29,2017-08-30,2017-09-07,0.08,0.08,10.94,6,ts_extend
164,VTBR,S1,BASE,4.04,1.74,2017-08-30,2017-08-31,2017-09-07,323.32,328.94,1.74,5,ts_extend
165,UNAC,S2,ULTRA,7.92,2.00,2017-09-04,2017-09-05,2017-09-06,0.74,0.74,-0.59,1,rotate_atr20
166,NKSH,S2,BASE,5.02,4.98,2017-09-05,2017-09-06,2017-09-13,14.77,19.64,32.93,5,ts_extend
167,MAGN,S1,STRONG,6.87,2.47,2017-09-06,2017-09-07,2017-09-15,42.37,42.98,1.45,6,ts_extend
168,ROST,S2,STRONG,6.89,5.46,2017-09-06,2017-09-07,2017-09-15,74.02,86.26,16.53,6,ts_extend
169,TGKN,S2,STRONG,6.66,3.76,2017-09-12,2017-09-13,2017-09-21,0.00,0.00,2.52,6,ts_extend
170,RTKM,S1,STRONG,5.19,1.60,2017-09-19,2017-09-20,2017-09-28,69.21,68.65,-0.81,6,ts_extend
171,NKNCP,S2,STRONG,5.65,2.04,2017-09-19,2017-09-20,2017-09-26,27.05,26.57,-1.80,4,rotate_atr20
172,TGKA,S2,BASE,3.89,4.50,2017-09-22,2017-09-25,2017-09-28,0.01,0.01,-2.66,3,rotate_atr20
173,FESH,S2,ULTRA,7.70,5.56,2017-09-25,2017-09-26,2017-09-29,6.48,6.98,7.69,3,rotate_atr20
174,KOGK,S2,BASE,3.80,8.23,2017-09-26,2017-09-28,2017-10-06,849.36,661.44,-22.12,4,cat_stop
175,MISB,S2,BASE,3.67,14.34,2017-09-28,2017-09-29,2017-10-06,6.51,8.59,32.00,5,ts_extend
176,STSBP,S2,BASE,4.81,1.69,2017-10-10,2017-10-11,2017-10-18,0.36,0.50,38.80,5,ts_extend
177,UKUZ,S2,STRONG,6.10,2.81,2017-10-23,2017-10-24,2017-11-01,861.38,889.10,3.22,6,ts_extend
178,MRKU,S2,BASE,4.01,3.31,2017-11-01,2017-11-02,2017-11-10,0.19,0.19,-1.46,5,ts_extend
179,RZSB,S2,ULTRA,9.25,4.67,2017-11-09,2017-11-10,2017-11-20,3.53,3.52,-0.17,6,ts_extend
180,VRSBP,S2,BASE,4.44,4.19,2017-11-10,2017-11-13,2017-11-27,21.94,21.59,-1.56,5,ts_extend
181,MTLRP,S2,BASE,4.75,2.87,2017-11-21,2017-11-22,2017-11-29,104.87,117.05,11.61,5,ts_extend
182,KZOSP,S2,STRONG,5.49,2.01,2017-11-24,2017-11-27,2017-12-06,4.57,9.51,108.22,7,ts_extend
183,BSPB,S2,STRONG,5.68,1.89,2017-11-29,2017-11-30,2017-12-04,55.44,56.21,1.39,2,rotate_atr20
184,YAKG,S2,BASE,4.32,3.70,2017-12-01,2017-12-04,2017-12-11,10.92,10.75,-1.56,5,ts_extend
185,BANEP,S2,BASE,5.01,1.45,2017-12-08,2017-12-11,2017-12-18,1401.74,1385.08,-1.19,5,ts_extend
186,JNOS,S2,BASE,4.94,5.53,2017-12-26,2017-12-27,2018-01-09,26.74,26.33,-1.56,5,ts_extend
187,BSPB,S2,STRONG,5.41,1.80,2018-01-09,2018-01-10,2018-01-11,58.14,57.91,-0.41,1,rotate_atr20
188,BRZL,S2,BASE,4.31,2.01,2018-01-09,2018-01-10,2018-01-15,891.42,888.58,-0.32,3,rotate_atr20
189,TGKB,S2,BASE,4.23,6.60,2018-01-10,2018-01-11,2018-01-18,0.00,0.00,2.16,5,ts_extend
190,LKOH,S1,STRONG,5.31,1.55,2018-01-12,2018-01-15,2018-01-23,3882.70,3828.51,-1.40,6,ts_extend
191,KCHE,S2,BASE,5.06,3.83,2018-01-12,2018-01-15,2018-01-22,0.15,0.16,11.08,5,ts_extend
192,URKZ,S2,BASE,3.92,2.50,2018-01-17,2018-01-19,2018-01-30,85.14,85.64,0.60,5,ts_extend
