=== ПАРАМЕТРЫ ПРОГОНА ===
Дата прогона,2026-03-18T23:28:00
Капитал,1000000
Старт,2015
OOS год,2023
Макс позиций S1,2
Макс позиций S2,2
Комиссия %,0.06
Проскальзывание %,0.10
Ребалансировка,none

--- Сигнал ---
Мин объём (млн),100
Мин VR,3
Макс VR,10
Дней сигнала,1
ATR мин %,1.3
ATR окно,20
MA период,50
MA фильтр,above
Bull bar,да
CP мин %,0.55
Макс дн. доходность %,10
VR подтверждение,2
Gap отмена %,6
Vol окно,30

--- Выход ---
Стоп-лосс %,28
Див гэп %,3
ROT множитель,1.5
ROT абс %,0.5

--- Тиры ---
ULTRA minVR,7.1
ULTRA maxHold,10
ULTRA TS after,6
ULTRA TS dist %,1.8
STRONG minVR,5.1
STRONG maxHold,7
STRONG TS after,6
STRONG TS dist %,1.6
BASE minVR,3
BASE maxHold,5
BASE TS after,5
BASE TS dist %,1.4

=== ИТОГИ ===
Всего сделок,891
Средняя доходность %,4.38
Медианная доходность %,1.54
Win rate %,67.3
Profit factor,5.39
Sharpe,2.51
Макс просадка %,40.28
Общая доходность %,7302930963.23
CAGR %,0.00
Макс выигрыш %,122.29
Макс проигрыш %,-28.12
Ср. выигрыш %,7.98
Ср. проигрыш %,3.05
Макс серия побед,15
Макс серия потерь,7
Ср. удержание дней,5.0
Период,2015-01-05 — 2026-03-18

=== СДЕЛКИ ===
#,Ticker,Strategy,Tier,VR,ATR%,Signal,Entry,Exit,EntryPx,ExitPx,Return%,Held,Reason
12,DZRDP,S2,STRONG,5.49,6.39,2015-04-15,2015-04-16,2015-04-27,1252.00,1567.95,25.24,6,ts_extend
13,TGKB,S2,STRONG,6.30,7.91,2015-04-27,2015-04-28,2015-05-08,0.00,0.00,1.36,6,ts_extend
14,LNZLP,S2,BASE,3.20,3.53,2015-05-08,2015-05-12,2015-05-19,1802.88,1826.10,1.29,5,ts_extend
15,ARSA,S2,STRONG,5.72,6.24,2015-05-08,2015-05-12,2015-05-21,0.83,0.84,0.45,6,ts_extend
16,MSTT,S2,STRONG,5.41,2.29,2015-05-19,2015-05-20,2015-05-28,94.45,92.94,-1.60,6,ts_extend
17,PMSB,S2,STRONG,5.11,4.26,2015-05-25,2015-05-26,2015-06-09,45.97,48.14,4.71,7,ts_extend
18,MRKC,S2,BASE,4.42,4.51,2015-05-27,2015-05-28,2015-06-04,0.26,0.28,5.04,5,ts_extend
19,RTKM,S1,BASE,4.63,1.86,2015-06-09,2015-06-10,2015-06-18,97.26,95.83,-1.46,5,ts_extend
20,MRKZ,S2,BASE,5.05,5.45,2015-06-15,2015-06-16,2015-06-23,0.03,0.03,2.45,5,ts_extend
21,SELG,S2,ULTRA,7.86,2.21,2015-06-25,2015-06-26,2015-07-01,4.21,4.08,-2.93,3,rotate_atr20
22,MVID,S2,ULTRA,7.36,2.29,2015-06-25,2015-06-26,2015-07-02,191.31,188.60,-1.42,4,rotate_atr20
23,RGSS,S1,BASE,4.14,1.49,2015-06-29,2015-06-30,2015-08-06,5.28,5.30,0.44,5,max_hold
24,SAREP,S2,BASE,4.26,7.79,2015-06-30,2015-07-01,2015-07-08,0.07,0.09,37.28,5,ts_extend
25,PLZL,S2,ULTRA,7.96,5.23,2015-07-01,2015-07-02,2015-07-13,173.28,178.19,2.84,7,ts_extend
26,NNSBP,S2,ULTRA,7.16,2.70,2015-07-16,2015-07-17,2015-07-20,703.12,700.88,-0.32,1,rotate_atr20
27,DIOD,S2,STRONG,6.75,4.05,2015-07-16,2015-07-17,2015-07-27,4.28,4.55,6.36,6,ts_extend
28,KRSBP,S2,STRONG,5.70,9.73,2015-07-16,2015-07-20,2015-07-31,1.99,1.96,-1.76,6,ts_extend
29,TATNP,S2,BASE,3.17,2.38,2015-08-05,2015-08-06,2015-08-13,164.26,167.73,2.11,5,max_hold
30,VSMO,S2,ULTRA,9.33,1.46,2015-08-12,2015-08-13,2015-08-17,11518.40,12140.54,5.40,2,rotate_atr20
31,SIBN,S2,BASE,4.45,1.62,2015-08-12,2015-08-13,2015-08-19,145.23,142.57,-1.83,4,rotate_atr20
32,BISVP,S2,STRONG,6.15,2.89,2015-08-14,2015-08-17,2015-08-25,4.01,3.94,-1.76,6,ts_extend
33,KRKOP,S2,BASE,3.54,7.93,2015-08-18,2015-08-19,2015-08-28,2.30,2.61,13.24,5,ts_extend
34,ABRD,S2,STRONG,5.23,3.53,2015-08-24,2015-08-25,2015-09-14,95.15,112.32,18.04,5,rotate_atr20
35,KAZTP,S2,ULTRA,9.71,6.42,2015-08-27,2015-08-28,2015-09-07,58.09,60.59,4.30,6,ts_extend
36,MTLR,S1,BASE,3.44,3.74,2015-08-28,2015-08-31,2015-09-07,68.50,72.27,5.50,5,ts_extend
37,ROLO,S2,BASE,3.36,7.50,2015-09-08,2015-09-09,2015-09-24,0.11,0.11,-3.61,5,max_hold
38,YKENP,S2,BASE,3.88,5.37,2015-09-09,2015-09-14,2015-09-21,0.18,0.21,14.76,5,ts_extend
39,RTKM,S1,BASE,3.15,2.18,2015-09-14,2015-09-15,2015-09-22,88.28,89.58,1.47,5,ts_extend
40,NKNC,S2,BASE,4.68,4.13,2015-09-21,2015-09-22,2015-09-24,40.26,28.94,-28.12,2,cat_stop
41,DZRD,S2,BASE,3.27,4.81,2015-10-02,2015-10-05,2015-10-19,1317.10,1333.89,1.27,5,ts_extend
42,SBERP,S1,BASE,3.69,2.15,2015-10-07,2015-10-08,2015-10-15,64.34,67.14,4.35,5,max_hold
43,TNSE,S2,STRONG,6.82,1.59,2015-10-22,2015-10-23,2015-10-28,1476.86,1444.68,-2.18,3,rotate_atr20
44,BSPB,S2,BASE,3.85,1.99,2015-10-22,2015-10-23,2015-10-30,39.86,39.87,0.01,5,ts_extend
45,NMTP,S2,STRONG,5.76,2.45,2015-10-27,2015-10-28,2015-11-06,3.08,3.15,2.39,6,ts_extend
46,KMAZ,S2,STRONG,6.65,1.81,2015-11-03,2015-11-05,2015-11-09,35.86,35.44,-1.15,2,rotate_atr20
47,RGSS,S1,ULTRA,9.43,1.46,2015-11-05,2015-11-06,2015-12-01,5.42,5.41,-0.12,7,ts_extend
48,SARE,S2,BASE,3.15,9.94,2015-11-05,2015-11-06,2015-11-13,0.15,0.16,5.49,5,ts_extend
49,GCHE,S2,BASE,3.06,2.78,2015-11-06,2015-11-09,2015-11-16,940.50,943.08,0.27,5,ts_extend
50,TORSP,S2,STRONG,5.81,3.88,2015-11-12,2015-11-13,2015-11-23,0.23,0.27,16.69,6,ts_extend
51,NKSH,S2,BASE,3.91,4.07,2015-11-16,2015-11-17,2015-11-25,9.97,10.08,1.18,5,max_hold
52,JNOS,S2,BASE,4.01,6.93,2015-11-20,2015-11-23,2015-11-30,25.04,24.16,-3.51,5,max_hold
53,MFGSP,S2,ULTRA,9.63,3.30,2015-11-24,2015-11-25,2015-11-26,539.86,520.17,-3.65,1,rotate_atr20
54,VSYD,S2,BASE,3.31,8.98,2015-11-25,2015-11-26,2015-12-04,3104.96,3056.59,-1.56,5,ts_extend
55,CBOM,S2,BASE,3.61,2.26,2015-11-27,2015-11-30,2015-12-01,3.84,3.84,0.20,1,rotate_atr20
56,SELG,S2,STRONG,5.15,3.56,2015-11-30,2015-12-01,2015-12-09,6.41,8.65,34.87,6,ts_extend
57,JNOSP,S2,ULTRA,8.52,4.00,2015-12-03,2015-12-04,2015-12-15,24.04,25.49,6.04,6,ts_extend
58,TGKBP,S2,STRONG,6.98,5.37,2015-12-08,2015-12-09,2015-12-18,0.00,0.00,6.71,6,ts_extend
59,NNSB,S2,BASE,4.96,2.40,2015-12-10,2015-12-15,2015-12-30,1051.68,975.44,-7.25,1,rotate_atr20
60,ALRS,S1,BASE,3.07,3.03,2015-12-15,2015-12-16,2015-12-23,55.82,56.97,2.06,5,ts_extend
61,TRMK,S2,ULTRA,9.46,2.39,2015-12-17,2015-12-18,2015-12-28,64.10,68.14,6.30,6,ts_extend
62,WTCM,S2,ULTRA,9.46,5.32,2015-12-28,2015-12-29,2016-01-15,9.06,9.56,5.46,6,ts_extend
63,MFGS,S2,ULTRA,8.54,4.22,2015-12-29,2015-12-30,2016-01-18,651.04,646.10,-0.76,6,ts_extend
64,AFKS,S1,STRONG,5.55,2.65,2016-01-14,2016-01-15,2016-01-25,17.64,17.68,0.23,6,ts_extend
65,BISVP,S2,STRONG,5.26,2.50,2016-01-12,2016-01-15,2016-01-28,4.12,4.10,-0.48,6,ts_extend
66,PHOR,S2,BASE,4.28,2.78,2016-01-22,2016-01-25,2016-01-29,2779.44,2717.64,-2.22,4,rotate_atr20
67,APTK,S2,BASE,3.11,5.50,2016-01-27,2016-01-28,2016-02-04,19.13,19.50,1.94,5,ts_extend
68,ABRD,S2,BASE,3.05,4.65,2016-01-28,2016-01-29,2016-02-08,113.18,118.13,4.37,5,ts_extend
69,MSNG,S2,BASE,4.64,2.08,2016-02-03,2016-02-04,2016-02-05,0.95,0.96,1.58,1,rotate_atr20
70,ARSA,S2,BASE,4.25,6.08,2016-02-04,2016-02-05,2016-02-15,1.60,1.67,4.43,5,ts_extend
71,NKNCP,S2,ULTRA,8.19,2.98,2016-02-08,2016-02-09,2016-02-17,24.64,24.51,-0.52,6,ts_extend
72,ROST,S2,BASE,4.58,9.07,2016-02-15,2016-02-16,2016-02-22,60.40,66.25,9.69,5,ts_extend
73,MRKS,S2,ULTRA,7.15,4.71,2016-02-16,2016-02-17,2016-02-25,0.05,0.05,4.19,6,ts_extend
74,RKKE,S2,STRONG,5.54,3.06,2016-02-24,2016-02-25,2016-03-04,3405.44,3418.84,0.39,6,ts_extend
75,PLZL,S2,BASE,3.72,2.44,2016-02-26,2016-02-29,2016-03-01,400.14,392.17,-1.99,1,rotate_atr20
76,VRSB,S2,BASE,4.62,6.92,2016-02-24,2016-03-01,2016-03-10,20.23,20.43,0.96,5,ts_extend
77,AFLT,S1,BASE,3.90,2.92,2016-03-01,2016-03-02,2016-03-10,61.20,67.39,10.12,5,ts_extend
78,LSRG,S2,ULTRA,9.47,1.86,2016-03-03,2016-03-04,2016-03-18,654.04,674.54,3.13,9,ts_extend
79,ABRD,S2,BASE,4.22,7.28,2016-03-18,2016-03-21,2016-03-28,91.65,98.44,7.42,5,ts_extend
80,KRKOP,S2,BASE,3.60,7.03,2016-03-25,2016-03-28,2016-04-04,2.44,2.78,13.59,5,ts_extend
81,DVEC,S2,BASE,5.07,2.51,2016-04-04,2016-04-05,2016-04-12,0.66,0.70,5.41,5,ts_extend
82,KMEZ,S2,BASE,4.67,4.78,2016-04-11,2016-04-12,2016-04-19,428.68,429.21,0.12,5,ts_extend
83,AFKS,S1,BASE,3.76,1.92,2016-04-12,2016-04-13,2016-04-20,18.78,19.35,3.06,5,ts_extend
84,SARE,S2,BASE,3.70,5.11,2016-04-18,2016-04-19,2016-04-20,0.25,0.35,39.40,1,rotate_atr20
85,SAREP,S2,STRONG,5.87,6.50,2016-04-18,2016-04-19,2016-04-27,0.19,0.24,30.78,6,ts_extend
86,GAZP,S1,BASE,3.17,2.00,2016-04-19,2016-04-20,2016-04-27,162.21,162.19,-0.01,5,ts_extend
87,MRKU,S2,STRONG,5.52,8.30,2016-04-19,2016-04-20,2016-04-28,0.12,0.12,-0.28,6,ts_extend
88,TNSE,S2,STRONG,5.18,2.63,2016-04-26,2016-04-27,2016-05-10,1677.68,1699.60,1.31,6,ts_extend
89,MSRS,S2,BASE,3.01,3.27,2016-05-04,2016-05-05,2016-05-13,1.02,1.08,5.41,5,ts_extend
90,BSPB,S2,BASE,3.14,3.63,2016-05-16,2016-05-17,2016-05-24,52.98,52.42,-1.06,5,ts_extend
91,MRKU,S2,ULTRA,7.11,4.85,2016-05-16,2016-05-17,2016-05-25,0.12,0.13,8.01,6,ts_extend
92,WTCMP,S2,BASE,4.45,6.88,2016-05-30,2016-05-31,2016-06-15,6.52,6.42,-1.56,5,ts_extend
93,PMSBP,S2,ULTRA,9.49,1.64,2016-06-27,2016-06-28,2016-07-05,54.09,47.72,-11.76,5,rotate_atr20
94,PMSB,S2,ULTRA,9.34,1.87,2016-06-27,2016-06-28,2016-07-06,54.09,53.03,-1.96,6,ts_extend
95,LSNG,S2,BASE,3.25,3.36,2016-07-04,2016-07-05,2016-07-12,3.00,3.15,4.84,5,ts_extend
96,TORSP,S2,ULTRA,8.51,2.44,2016-07-06,2016-07-07,2016-07-15,0.49,0.50,3.54,6,ts_extend
97,BANEP,S2,BASE,4.58,2.36,2016-07-13,2016-07-14,2016-07-21,1856.97,1840.87,-0.87,5,ts_extend
98,MGTS,S2,STRONG,5.72,3.40,2016-07-14,2016-07-15,2016-07-25,929.48,927.41,-0.22,6,ts_extend
99,SELG,S2,STRONG,5.15,2.33,2016-07-20,2016-07-21,2016-07-29,9.01,9.33,3.53,6,ts_extend
100,TGKB,S2,ULTRA,8.00,3.66,2016-07-22,2016-07-25,2016-08-02,0.00,0.00,3.41,6,ts_extend
101,MGNT,S1,BASE,4.01,2.62,2016-07-25,2016-07-26,2016-08-02,10491.76,10431.92,-0.57,5,ts_extend
102,BANE,S2,STRONG,6.71,2.54,2016-07-29,2016-08-01,2016-08-09,3070.91,3084.82,0.45,6,ts_extend
103,NKHP,S2,STRONG,5.28,1.78,2016-08-01,2016-08-02,2016-08-11,279.45,279.01,-0.16,6,ts_extend
104,MRKP,S2,BASE,4.52,3.98,2016-08-09,2016-08-10,2016-08-17,0.10,0.10,0.25,5,ts_extend
105,KMAZ,S2,BASE,4.46,1.65,2016-08-10,2016-08-11,2016-08-15,36.31,36.24,-0.18,2,rotate_atr20
106,LNZL,S2,BASE,3.72,2.70,2016-08-12,2016-08-15,2016-08-16,10286.43,10383.36,0.94,1,rotate_atr20
107,AQUA,S2,STRONG,5.48,5.24,2016-08-15,2016-08-16,2016-08-25,38.06,40.77,7.12,6,ts_extend
108,DZRD,S2,STRONG,5.15,4.97,2016-08-16,2016-08-17,2016-09-02,2003.20,1984.50,-0.93,6,ts_extend
109,MRSB,S2,BASE,3.06,5.65,2016-08-24,2016-08-25,2016-09-01,0.32,0.71,122.29,5,ts_extend
110,SVAV,S2,STRONG,6.48,1.95,2016-08-31,2016-09-01,2016-09-05,481.77,471.24,-2.18,2,rotate_atr20
111,RBCM,S2,STRONG,6.43,2.93,2016-09-01,2016-09-02,2016-09-12,6.72,7.16,6.49,6,ts_extend
112,MAGEP,S2,STRONG,6.75,4.89,2016-09-02,2016-09-05,2016-09-13,3.14,3.31,5.61,6,ts_extend
113,KMAZ,S2,BASE,3.29,1.85,2016-09-09,2016-09-12,2016-09-19,37.06,36.62,-1.18,5,ts_extend
114,NAUK,S2,BASE,3.13,7.32,2016-09-12,2016-09-13,2016-09-20,340.54,350.95,3.05,5,ts_extend
115,DVEC,S2,ULTRA,7.16,4.17,2016-09-21,2016-09-22,2016-09-30,0.70,0.69,-0.85,6,ts_extend
116,LIFE,S2,STRONG,5.74,3.13,2016-10-05,2016-10-06,2016-10-10,15.83,14.93,-5.68,2,rotate_atr20
117,USBN,S2,BASE,3.73,8.57,2016-10-05,2016-10-06,2016-10-13,0.15,0.17,8.72,5,ts_extend
118,AQUA,S2,STRONG,5.49,5.78,2016-10-07,2016-10-10,2016-10-20,39.66,40.67,2.54,7,ts_extend
119,KOGK,S2,STRONG,5.11,6.31,2016-10-17,2016-10-18,2016-10-26,490.78,569.81,16.10,6,ts_extend
120,OGKB,S2,BASE,3.28,3.05,2016-10-20,2016-10-21,2016-10-28,0.37,0.37,0.62,5,ts_extend
121,NLMK,S1,BASE,3.68,2.48,2016-10-26,2016-10-27,2016-11-03,96.49,103.52,7.28,5,ts_extend
122,UTAR,S2,BASE,4.34,2.47,2016-10-28,2016-10-31,2016-11-08,9.76,11.52,18.06,5,ts_extend
123,OGKB,S2,BASE,4.76,2.87,2016-11-07,2016-11-08,2016-11-15,0.40,0.42,4.99,5,ts_extend
124,NLMK,S1,BASE,4.23,3.02,2016-11-10,2016-11-11,2016-11-18,117.54,116.81,-0.62,5,ts_extend
125,KMAZ,S2,BASE,4.02,2.00,2016-11-15,2016-11-16,2016-11-23,46.87,46.86,-0.03,5,ts_extend
126,TORS,S2,BASE,3.50,1.56,2016-11-24,2016-11-25,2016-12-01,0.40,0.40,0.43,4,rotate_atr20
127,TORSP,S2,BASE,3.28,1.65,2016-11-24,2016-11-25,2016-12-02,0.39,0.39,-0.83,5,max_hold
128,HYDR,S1,BASE,4.43,2.55,2016-11-29,2016-11-30,2016-12-07,0.94,0.97,2.66,5,ts_extend
129,STSBP,S2,BASE,4.06,5.58,2016-11-30,2016-12-01,2016-12-08,0.24,0.24,2.65,5,ts_extend
130,BRZL,S2,ULTRA,8.91,2.54,2016-12-02,2016-12-05,2016-12-12,1297.07,1277.95,-1.47,5,rotate_atr20
131,LSNG,S2,BASE,3.99,4.05,2016-12-07,2016-12-08,2016-12-15,5.75,6.00,4.19,5,ts_extend
132,VTBR,S1,BASE,5.00,1.52,2016-12-09,2016-12-12,2016-12-19,367.59,368.91,0.36,5,ts_extend
133,PRFN,S2,STRONG,5.14,15.70,2016-12-09,2016-12-12,2016-12-20,5.63,5.76,2.36,6,ts_extend
134,MSRS,S2,BASE,4.99,2.21,2016-12-15,2016-12-16,2016-12-19,1.06,0.76,-28.12,1,cat_stop
135,ARSA,S2,STRONG,5.53,2.60,2016-12-20,2016-12-21,2016-12-29,3.46,3.93,13.72,6,ts_extend
136,TGKN,S2,STRONG,6.64,4.02,2016-12-29,2016-12-30,2017-01-10,0.00,0.00,3.00,6,ts_extend
137,TTLK,S2,BASE,3.82,1.86,2017-01-10,2017-01-11,2017-01-18,0.16,0.16,-0.47,5,ts_extend
138,AFKS,S1,BASE,3.43,2.56,2017-01-12,2017-01-13,2017-01-20,24.44,25.08,2.64,5,max_hold
139,LVHK,S2,BASE,3.94,1.91,2017-01-17,2017-01-18,2017-01-27,8.01,8.19,2.17,5,max_hold
140,RUAL,S2,BASE,4.42,2.71,2017-01-26,2017-01-27,2017-02-03,34.44,37.02,7.52,5,ts_extend
141,MAGN,S1,BASE,4.92,2.23,2017-01-31,2017-02-01,2017-02-08,40.77,42.92,5.29,5,ts_extend
142,FESH,S2,BASE,4.87,5.40,2017-02-03,2017-02-06,2017-02-13,3.71,3.74,1.05,5,ts_extend
143,UNAC,S2,STRONG,5.73,3.00,2017-02-03,2017-02-06,2017-02-14,0.60,0.61,2.04,6,ts_extend
144,MSTT,S2,BASE,4.96,1.85,2017-02-13,2017-02-14,2017-02-21,105.17,106.12,0.91,5,ts_extend
145,IGSTP,S2,BASE,3.21,6.53,2017-03-03,2017-03-06,2017-03-17,643.03,633.01,-1.56,5,ts_extend
146,KZOS,S2,BASE,3.26,3.37,2017-03-20,2017-03-21,2017-03-28,57.69,57.49,-0.35,5,ts_extend
147,STSBP,S2,BASE,3.39,7.70,2017-03-28,2017-03-29,2017-04-05,0.25,0.27,4.49,5,ts_extend
148,VSMO,S2,BASE,3.11,2.01,2017-04-14,2017-04-17,2017-04-24,14523.20,15662.16,7.84,5,ts_extend
149,KRSBP,S2,STRONG,6.87,3.36,2017-04-21,2017-04-24,2017-05-03,4.12,4.22,2.62,6,ts_extend
150,MRKC,S2,BASE,3.12,3.68,2017-05-02,2017-05-03,2017-05-12,0.44,0.43,-1.38,5,ts_extend
151,KUZB,S2,BASE,3.55,5.35,2017-05-02,2017-05-03,2017-05-12,0.01,0.01,-1.56,5,ts_extend
152,NKHP,S2,STRONG,6.19,4.48,2017-05-11,2017-05-12,2017-05-22,192.81,205.33,6.49,6,ts_extend
153,IGSTP,S2,ULTRA,7.54,5.09,2017-05-11,2017-05-12,2017-05-23,596.95,621.59,4.13,6,ts_extend
154,SNGS,S1,BASE,4.17,2.60,2017-05-25,2017-05-26,2017-06-02,29.75,30.86,3.73,5,ts_extend
155,PMSB,S2,BASE,4.73,2.03,2017-05-25,2017-05-26,2017-06-02,68.11,68.12,0.02,5,ts_extend
156,PMSBP,S2,ULTRA,8.69,1.53,2017-06-05,2017-06-06,2017-06-08,69.11,61.40,-11.15,2,rotate_atr20
157,PMSB,S2,BASE,5.05,1.92,2017-06-05,2017-06-06,2017-06-09,68.31,49.10,-28.12,3,cat_stop
158,KRSBP,S2,BASE,3.78,2.84,2017-06-07,2017-06-08,2017-06-16,4.00,3.93,-1.56,5,ts_extend
159,RNFT,S2,STRONG,6.09,1.53,2017-06-14,2017-06-15,2017-06-23,598.96,604.19,0.87,6,ts_extend
160,MRKC,S2,BASE,3.53,4.39,2017-06-15,2017-06-16,2017-06-23,0.48,0.49,2.84,5,ts_extend
161,DIOD,S2,BASE,3.59,4.93,2017-07-03,2017-07-04,2017-07-11,3.99,4.05,1.50,5,ts_extend
162,MGTSP,S2,BASE,5.05,3.62,2017-07-10,2017-07-11,2017-07-14,1402.24,1008.00,-28.12,3,cat_stop
163,MSTT,S2,BASE,3.91,1.62,2017-07-13,2017-07-14,2017-07-21,115.18,113.39,-1.56,5,ts_extend
164,IRKT,S2,ULTRA,7.88,2.85,2017-07-13,2017-07-14,2017-07-24,10.97,11.06,0.84,6,ts_extend
165,CNTLP,S2,BASE,3.03,3.76,2017-07-21,2017-07-24,2017-08-02,4.81,4.86,1.15,5,ts_extend
166,RTGZ,S2,ULTRA,8.94,1.73,2017-08-07,2017-08-08,2017-08-09,14973.92,14726.40,-1.65,1,rotate_atr20
167,NKHP,S2,ULTRA,7.35,2.97,2017-08-07,2017-08-08,2017-08-15,188.80,197.68,4.70,5,rotate_atr20
168,RUAL,S2,BASE,4.57,3.47,2017-08-08,2017-08-09,2017-08-16,40.37,40.16,-0.52,5,ts_extend
169,MRKZ,S2,BASE,4.23,4.67,2017-08-14,2017-08-15,2017-08-22,0.06,0.06,2.29,5,ts_extend
170,FESH,S2,BASE,4.95,5.28,2017-08-15,2017-08-16,2017-08-23,4.21,4.82,14.67,5,ts_extend
171,HIMCP,S2,BASE,4.74,5.54,2017-08-21,2017-08-22,2017-08-29,5.11,5.22,2.14,5,ts_extend
172,MTLR,S1,BASE,3.71,3.09,2017-08-22,2017-08-23,2017-08-30,166.27,164.40,-1.12,5,ts_extend
173,MRKV,S2,BASE,4.97,4.41,2017-08-22,2017-08-23,2017-08-30,0.11,0.12,15.81,5,ts_extend
174,TGKA,S2,BASE,3.34,2.64,2017-08-28,2017-08-29,2017-09-05,0.01,0.02,5.06,5,ts_extend
175,SAREP,S2,ULTRA,8.14,7.04,2017-08-29,2017-08-30,2017-09-07,0.08,0.08,10.94,6,ts_extend
176,UNAC,S2,ULTRA,7.92,2.00,2017-09-04,2017-09-05,2017-09-06,0.74,0.74,-0.59,1,rotate_atr20
177,AFKS,S1,ULTRA,9.16,3.77,2017-09-05,2017-09-06,2017-09-14,14.12,14.10,-0.10,6,ts_extend
178,NKSH,S2,BASE,5.02,4.98,2017-09-05,2017-09-06,2017-09-13,14.77,19.64,32.93,5,ts_extend
179,ROST,S2,STRONG,6.89,5.46,2017-09-06,2017-09-07,2017-09-15,74.02,86.26,16.53,6,ts_extend
180,TGKN,S2,STRONG,6.66,3.76,2017-09-12,2017-09-13,2017-09-21,0.00,0.00,2.52,6,ts_extend
181,RTKM,S1,STRONG,5.19,1.60,2017-09-19,2017-09-20,2017-09-28,69.21,68.65,-0.81,6,ts_extend
182,NKNCP,S2,STRONG,5.65,2.04,2017-09-19,2017-09-20,2017-09-26,27.05,26.57,-1.80,4,rotate_atr20
183,TGKA,S2,BASE,3.89,4.50,2017-09-22,2017-09-25,2017-09-28,0.01,0.01,-2.66,3,rotate_atr20
184,FESH,S2,ULTRA,7.70,5.56,2017-09-25,2017-09-26,2017-09-29,6.48,6.98,7.69,3,rotate_atr20
185,KOGK,S2,BASE,3.80,8.23,2017-09-26,2017-09-28,2017-10-09,849.36,867.28,2.11,5,ts_extend
186,HYDR,S1,BASE,3.25,1.70,2017-09-28,2017-09-29,2017-10-06,0.85,0.85,0.10,5,max_hold
187,MISB,S2,BASE,3.67,14.34,2017-09-28,2017-09-29,2017-10-06,6.51,8.59,32.00,5,ts_extend
188,VRSBP,S2,BASE,3.15,5.56,2017-10-05,2017-10-06,2017-10-13,21.43,22.56,5.27,5,max_hold
189,STSBP,S2,BASE,4.81,1.69,2017-10-10,2017-10-11,2017-10-12,0.36,0.37,1.20,1,rotate_atr20
190,MAGE,S2,BASE,3.71,3.48,2017-10-11,2017-10-12,2017-10-17,2.65,2.66,0.06,1,rotate_atr20
191,JNOSP,S2,ULTRA,7.52,1.47,2017-10-12,2017-10-13,2017-10-16,15.12,15.97,5.62,1,rotate_atr20
192,CNTLP,S2,BASE,3.61,4.45,2017-10-13,2017-10-16,2017-10-23,10.99,11.03,0.35,5,ts_extend
193,MISBP,S2,STRONG,6.40,5.84,2017-10-16,2017-10-17,2017-10-25,8.43,11.40,35.13,6,ts_extend
