=== ПАРАМЕТРЫ ПРОГОНА ===
Дата прогона,2026-03-18T23:04:49
Капитал,1000000
Старт,2015
OOS год,2023
Макс позиций S1,2
Макс позиций S2,2
Комиссия %,0.06
Проскальзывание %,0.10
Ребалансировка,none

--- Сигнал ---
Мин объём (млн),100
Мин VR,3.6
Макс VR,10
Дней сигнала,1
ATR мин %,1.8
ATR окно,20
MA период,50
MA фильтр,above
Bull bar,да
CP мин %,0.45
Макс дн. доходность %,10
VR подтверждение,1.5
Gap отмена %,6
Vol окно,30

--- Выход ---
Стоп-лосс %,22
Див гэп %,3
ROT множитель,1.5
ROT абс %,0.5

--- Тиры ---
ULTRA minVR,7.1
ULTRA maxHold,10
ULTRA TS after,6
ULTRA TS dist %,1.8
STRONG minVR,5.1
STRONG maxHold,7
STRONG TS after,6
STRONG TS dist %,1.6
BASE minVR,3.6
BASE maxHold,5
BASE TS after,5
BASE TS dist %,1.4

=== ИТОГИ ===
Всего сделок,865
Средняя доходность %,4.56
Медианная доходность %,1.63
Win rate %,69.6
Profit factor,5.78
Sharpe,2.56
Макс просадка %,36.53
Общая доходность %,1237228902.20
CAGR %,0.00
Макс выигрыш %,126.89
Макс проигрыш %,-22.12
Ср. выигрыш %,7.92
Ср. проигрыш %,3.13
Макс серия побед,20
Макс серия потерь,7
Ср. удержание дней,5.1
Период,2015-01-05 — 2026-03-18

=== СДЕЛКИ ===
#,Ticker,Strategy,Tier,VR,ATR%,Signal,Entry,Exit,EntryPx,ExitPx,Return%,Held,Reason
12,KMEZ,S2,STRONG,6.66,10.28,2015-03-31,2015-04-01,2015-04-13,476.76,564.89,18.49,6,ts_extend
13,LNZLP,S2,ULTRA,7.62,3.83,2015-04-07,2015-04-08,2015-04-16,1742.78,1754.97,0.70,6,ts_extend
14,AFLT,S1,BASE,4.49,3.73,2015-04-10,2015-04-13,2015-04-20,37.19,38.84,4.43,5,ts_extend
15,MSTT,S2,STRONG,5.46,3.21,2015-04-13,2015-04-14,2015-04-22,87.54,86.45,-1.24,6,ts_extend
16,DZRDP,S2,STRONG,5.49,6.39,2015-04-15,2015-04-16,2015-04-27,1252.00,1567.95,25.24,6,ts_extend
17,TGKB,S2,STRONG,6.30,7.91,2015-04-27,2015-04-28,2015-05-08,0.00,0.00,1.36,6,ts_extend
18,ARSA,S2,STRONG,5.72,6.24,2015-05-08,2015-05-12,2015-05-21,0.83,0.84,0.45,6,ts_extend
19,PMSB,S2,STRONG,5.11,4.26,2015-05-25,2015-05-26,2015-06-09,45.97,48.14,4.71,7,ts_extend
20,RTKM,S1,BASE,4.63,1.86,2015-06-09,2015-06-10,2015-06-18,97.26,95.83,-1.46,5,ts_extend
21,MRKZ,S2,BASE,5.05,5.45,2015-06-15,2015-06-16,2015-06-23,0.03,0.03,2.45,5,ts_extend
22,SELG,S2,ULTRA,7.86,2.21,2015-06-25,2015-06-26,2015-07-01,4.21,4.08,-2.93,3,rotate_atr20
23,MVID,S2,ULTRA,7.36,2.29,2015-06-25,2015-06-26,2015-07-02,191.31,188.60,-1.42,4,rotate_atr20
24,SAREP,S2,BASE,4.26,7.79,2015-06-30,2015-07-01,2015-07-08,0.07,0.09,37.28,5,ts_extend
25,PLZL,S2,ULTRA,7.96,5.23,2015-07-01,2015-07-02,2015-07-13,173.28,178.19,2.84,7,ts_extend
26,NNSBP,S2,ULTRA,7.16,2.70,2015-07-16,2015-07-17,2015-07-20,703.12,700.88,-0.32,1,rotate_atr20
27,DIOD,S2,STRONG,6.75,4.05,2015-07-16,2015-07-17,2015-07-27,4.28,4.55,6.36,6,ts_extend
28,KRSBP,S2,STRONG,5.70,9.73,2015-07-16,2015-07-20,2015-07-31,1.99,1.96,-1.76,6,ts_extend
29,NKNC,S2,ULTRA,7.70,2.60,2015-07-29,2015-07-30,2015-08-07,32.75,38.24,16.75,6,ts_extend
30,RZSB,S2,BASE,4.51,11.82,2015-08-10,2015-08-11,2015-08-18,2.20,1.72,-22.12,4,cat_stop
31,UNAC,S2,BASE,3.82,3.23,2015-08-21,2015-08-24,2015-08-31,0.26,0.28,8.00,5,ts_extend
32,AMEZ,S2,BASE,3.94,3.66,2015-08-28,2015-08-31,2015-09-07,5.30,5.40,2.00,5,ts_extend
33,GAZA,S2,ULTRA,9.86,4.38,2015-08-28,2015-08-31,2015-09-09,440.70,588.26,33.48,7,ts_extend
34,MRKZ,S2,STRONG,6.90,3.72,2015-09-09,2015-09-10,2015-09-18,0.03,0.03,0.89,6,ts_extend
35,NKNC,S2,BASE,4.68,4.13,2015-09-21,2015-09-22,2015-09-24,40.26,31.36,-22.12,2,cat_stop
36,GAZA,S2,BASE,3.79,9.07,2015-09-29,2015-09-30,2015-10-09,491.79,484.12,-1.56,5,ts_extend
37,SBERP,S1,BASE,3.69,2.15,2015-10-07,2015-10-08,2015-10-15,64.34,67.14,4.35,5,max_hold
38,SELG,S2,BASE,4.87,2.80,2015-10-14,2015-10-15,2015-10-22,4.14,4.11,-0.76,5,ts_extend
39,BSPB,S2,BASE,3.85,1.99,2015-10-22,2015-10-23,2015-10-30,39.86,39.87,0.01,5,ts_extend
40,KMAZ,S2,STRONG,6.65,1.81,2015-11-03,2015-11-05,2015-11-13,35.86,35.61,-0.68,6,ts_extend
41,ARSA,S2,STRONG,5.27,4.68,2015-11-12,2015-11-13,2015-11-23,1.01,1.09,8.33,6,ts_extend
42,TORSP,S2,STRONG,5.81,3.88,2015-11-12,2015-11-13,2015-11-23,0.23,0.27,16.69,6,ts_extend
43,JNOS,S2,BASE,4.01,6.93,2015-11-20,2015-11-23,2015-11-30,25.04,24.16,-3.51,5,max_hold
44,DZRDP,S2,ULTRA,9.12,3.82,2015-11-20,2015-11-23,2015-12-02,1792.86,1990.27,11.01,6,ts_extend
45,CBOM,S2,BASE,3.61,2.26,2015-11-27,2015-11-30,2015-12-01,3.84,3.84,0.20,1,rotate_atr20
46,SELG,S2,STRONG,5.15,3.56,2015-11-30,2015-12-01,2015-12-09,6.41,8.65,34.87,6,ts_extend
47,JNOSP,S2,ULTRA,8.52,4.00,2015-12-03,2015-12-04,2015-12-15,24.04,25.49,6.04,6,ts_extend
48,TGKBP,S2,STRONG,6.98,5.37,2015-12-08,2015-12-09,2015-12-18,0.00,0.00,6.71,6,ts_extend
49,NNSB,S2,BASE,4.96,2.40,2015-12-10,2015-12-15,2015-12-30,1051.68,975.44,-7.25,1,rotate_atr20
50,TRMK,S2,ULTRA,9.46,2.39,2015-12-17,2015-12-18,2015-12-28,64.10,68.14,6.30,6,ts_extend
51,WTCM,S2,ULTRA,9.46,5.32,2015-12-28,2015-12-29,2016-01-15,9.06,9.56,5.46,6,ts_extend
52,MFGS,S2,ULTRA,8.54,4.22,2015-12-29,2015-12-30,2016-01-18,651.04,646.10,-0.76,6,ts_extend
53,AFKS,S1,STRONG,5.55,2.65,2016-01-14,2016-01-15,2016-01-25,17.64,17.68,0.23,6,ts_extend
54,BISVP,S2,STRONG,5.26,2.50,2016-01-12,2016-01-15,2016-01-28,4.12,4.10,-0.48,6,ts_extend
55,NMTP,S2,ULTRA,8.98,4.90,2016-01-21,2016-01-22,2016-02-01,3.68,4.31,17.06,6,ts_extend
56,KCHE,S2,STRONG,5.20,6.11,2016-01-29,2016-02-01,2016-02-09,0.12,0.12,0.14,6,ts_extend
57,NKNCP,S2,ULTRA,8.19,2.98,2016-02-08,2016-02-09,2016-02-16,24.64,24.76,0.49,5,rotate_atr20
58,MAGE,S2,BASE,4.23,4.94,2016-02-05,2016-02-09,2016-02-18,3.02,3.19,5.62,5,max_hold
59,ROST,S2,BASE,4.58,9.07,2016-02-15,2016-02-16,2016-02-22,60.40,66.25,9.69,5,ts_extend
60,MRKZ,S2,BASE,4.23,3.80,2016-02-17,2016-02-18,2016-02-25,0.03,0.03,-0.70,5,ts_extend
61,RKKE,S2,STRONG,5.54,3.06,2016-02-24,2016-02-25,2016-03-04,3405.44,3418.84,0.39,6,ts_extend
62,AFLT,S1,BASE,3.90,2.92,2016-03-01,2016-03-02,2016-03-10,61.20,67.39,10.12,5,ts_extend
63,LSRG,S2,ULTRA,9.47,1.86,2016-03-03,2016-03-04,2016-03-18,654.04,674.54,3.13,9,ts_extend
64,ABRD,S2,BASE,4.22,7.28,2016-03-18,2016-03-21,2016-03-28,91.65,98.44,7.42,5,ts_extend
65,KRKOP,S2,STRONG,5.94,5.66,2016-03-18,2016-03-21,2016-03-29,2.27,2.49,9.32,6,ts_extend
66,IRKT,S2,STRONG,5.66,3.62,2016-03-28,2016-03-29,2016-04-06,10.26,10.46,2.01,6,ts_extend
67,MRKP,S2,BASE,4.19,2.43,2016-04-05,2016-04-06,2016-04-13,0.08,0.08,8.57,5,ts_extend
68,AFKS,S1,BASE,3.76,1.92,2016-04-12,2016-04-13,2016-04-20,18.78,19.35,3.06,5,ts_extend
69,RASP,S2,STRONG,5.24,1.94,2016-04-12,2016-04-13,2016-04-15,27.16,27.93,2.80,2,rotate_atr20
70,ZVEZ,S2,BASE,3.86,6.76,2016-04-12,2016-04-13,2016-04-29,1.51,1.56,2.84,5,ts_extend
71,NKNC,S2,STRONG,6.53,3.14,2016-04-14,2016-04-15,2016-04-19,51.88,52.42,1.03,2,rotate_atr20
72,SAREP,S2,STRONG,5.87,6.50,2016-04-18,2016-04-19,2016-04-27,0.19,0.15,-22.12,6,cat_stop
73,TNSE,S2,STRONG,5.18,2.63,2016-04-26,2016-04-27,2016-05-10,1677.68,1699.60,1.31,6,ts_extend
74,KROTP,S2,ULTRA,9.88,3.76,2016-05-04,2016-05-05,2016-05-16,92.65,91.18,-1.58,6,ts_extend
75,KZOS,S2,BASE,4.70,2.60,2016-05-10,2016-05-11,2016-05-18,36.56,38.00,3.94,5,ts_extend
76,MRKU,S2,ULTRA,7.11,4.85,2016-05-16,2016-05-17,2016-05-25,0.12,0.13,8.01,6,ts_extend
77,BANE,S2,BASE,4.42,2.72,2016-05-18,2016-05-19,2016-05-26,2964.74,2974.92,0.34,5,ts_extend
78,WTCMP,S2,BASE,4.45,6.88,2016-05-30,2016-05-31,2016-06-15,6.52,6.42,-1.56,5,ts_extend
79,MTSS,S1,STRONG,6.89,2.21,2016-06-06,2016-06-07,2016-06-16,265.37,263.73,-0.62,6,ts_extend
80,PMSB,S2,ULTRA,9.34,1.87,2016-06-27,2016-06-28,2016-07-06,54.09,53.03,-1.96,6,ts_extend
81,NNSBP,S2,ULTRA,7.62,2.17,2016-07-06,2016-07-07,2016-07-12,995.59,973.44,-2.22,2,rotate_atr20
82,TORSP,S2,ULTRA,8.51,2.44,2016-07-06,2016-07-07,2016-07-15,0.49,0.50,3.54,6,ts_extend
83,TORS,S2,BASE,3.84,3.27,2016-07-11,2016-07-12,2016-07-19,0.50,0.39,-22.12,5,cat_stop
84,MGTS,S2,STRONG,5.72,3.40,2016-07-14,2016-07-15,2016-07-25,929.48,927.41,-0.22,6,ts_extend
85,TGKN,S2,ULTRA,8.97,3.12,2016-07-18,2016-07-19,2016-07-27,0.00,0.00,126.89,6,ts_extend
86,TGKB,S2,ULTRA,8.00,3.66,2016-07-22,2016-07-25,2016-08-02,0.00,0.00,3.41,6,ts_extend
87,MGNT,S1,BASE,4.01,2.62,2016-07-25,2016-07-26,2016-08-02,10491.76,10431.92,-0.57,5,ts_extend
88,ARSA,S2,STRONG,6.22,2.10,2016-07-27,2016-07-28,2016-08-02,2.62,2.04,-22.12,3,cat_stop
89,AKRN,S2,BASE,4.02,2.36,2016-08-03,2016-08-04,2016-08-11,3650.83,3593.96,-1.56,5,ts_extend
90,RTGZ,S2,ULTRA,8.98,1.94,2016-08-12,2016-08-15,2016-08-16,13822.08,14426.88,4.38,1,rotate_atr20
91,LNZL,S2,BASE,3.72,2.70,2016-08-12,2016-08-15,2016-08-17,10286.43,9814.27,-4.59,2,rotate_atr20
92,AQUA,S2,STRONG,5.48,5.24,2016-08-15,2016-08-16,2016-08-25,38.06,40.77,7.12,6,ts_extend
93,DZRD,S2,STRONG,5.15,4.97,2016-08-16,2016-08-17,2016-09-02,2003.20,1984.50,-0.93,6,ts_extend
94,HYDR,S1,BASE,4.04,2.57,2016-08-25,2016-08-26,2016-09-02,0.77,0.81,5.24,5,ts_extend
95,IGSTP,S2,BASE,4.10,4.54,2016-08-26,2016-08-29,2016-09-05,427.68,472.52,10.48,5,ts_extend
96,CHMK,S2,BASE,4.78,2.30,2016-09-01,2016-09-02,2016-09-09,3435.49,3642.36,6.02,5,ts_extend
97,MAGEP,S2,STRONG,6.75,4.89,2016-09-02,2016-09-05,2016-09-13,3.14,3.31,5.61,6,ts_extend
98,MTLRP,S2,BASE,3.91,4.03,2016-09-08,2016-09-09,2016-09-12,72.12,69.83,-3.17,1,rotate_atr20
99,YKENP,S2,BASE,4.43,11.38,2016-09-09,2016-09-12,2016-09-19,0.39,0.39,1.32,5,ts_extend
100,DVEC,S2,ULTRA,7.16,4.17,2016-09-21,2016-09-22,2016-09-30,0.70,0.69,-0.85,6,ts_extend
101,LIFE,S2,STRONG,5.74,3.13,2016-10-05,2016-10-06,2016-10-10,15.83,14.93,-5.68,2,rotate_atr20
102,USBN,S2,BASE,3.73,8.57,2016-10-05,2016-10-06,2016-10-13,0.15,0.17,8.72,5,ts_extend
103,AQUA,S2,STRONG,5.49,5.78,2016-10-07,2016-10-10,2016-10-20,39.66,40.67,2.54,7,ts_extend
104,KOGK,S2,STRONG,5.11,6.31,2016-10-17,2016-10-18,2016-10-26,490.78,569.81,16.10,6,ts_extend
105,IGSTP,S2,BASE,4.19,3.46,2016-10-21,2016-10-24,2016-10-31,485.78,538.48,10.85,5,ts_extend
106,NLMK,S1,BASE,3.68,2.48,2016-10-26,2016-10-27,2016-11-03,96.49,103.52,7.28,5,ts_extend
107,CNTL,S2,ULTRA,7.48,5.60,2016-10-27,2016-10-28,2016-11-09,23.04,23.48,1.93,6,ts_extend
108,UTAR,S2,BASE,4.34,2.47,2016-10-28,2016-10-31,2016-11-08,9.76,11.52,18.06,5,ts_extend
109,OGKB,S2,BASE,4.76,2.87,2016-11-07,2016-11-08,2016-11-15,0.40,0.42,4.99,5,ts_extend
110,TGKA,S2,ULTRA,7.46,2.58,2016-11-08,2016-11-09,2016-11-10,0.01,0.01,3.94,1,rotate_atr20
111,ROST,S2,STRONG,5.93,4.17,2016-11-09,2016-11-10,2016-11-18,68.61,82.52,20.28,6,ts_extend
112,NLMK,S1,BASE,4.23,3.02,2016-11-10,2016-11-11,2016-11-18,117.54,116.81,-0.62,5,ts_extend
113,KMAZ,S2,BASE,4.02,2.00,2016-11-15,2016-11-16,2016-11-23,46.87,46.86,-0.03,5,ts_extend
114,PRFN,S2,ULTRA,9.13,17.03,2016-11-21,2016-11-22,2016-11-23,7.43,5.78,-22.12,1,cat_stop
115,HYDR,S1,BASE,4.21,2.26,2016-11-25,2016-11-28,2016-12-05,0.88,0.95,7.63,5,ts_extend
116,SAGOP,S2,BASE,4.32,3.41,2016-11-25,2016-11-28,2016-12-05,0.23,0.48,107.68,5,ts_extend
117,BRZL,S2,ULTRA,8.91,2.54,2016-12-02,2016-12-05,2016-12-13,1297.07,1289.26,-0.60,6,ts_extend
118,ROSN,S1,STRONG,6.82,1.97,2016-12-08,2016-12-09,2016-12-19,371.39,407.46,9.71,6,ts_extend
119,GAZAP,S2,ULTRA,10.00,2.13,2016-12-13,2016-12-14,2016-12-15,500.80,494.21,-1.32,1,rotate_atr20
120,APTK,S2,BASE,4.93,2.24,2016-12-13,2016-12-14,2016-12-21,10.86,10.75,-0.99,5,ts_extend
121,USBN,S2,BASE,5.07,4.09,2016-12-14,2016-12-15,2016-12-22,0.14,0.14,-1.56,5,ts_extend
122,ARSA,S2,STRONG,5.53,2.60,2016-12-20,2016-12-21,2016-12-27,3.46,3.62,4.88,4,rotate_atr20
123,ABRD,S2,BASE,4.81,2.91,2016-12-21,2016-12-22,2016-12-29,101.16,100.41,-0.74,5,ts_extend
124,STSBP,S2,BASE,4.92,5.28,2016-12-26,2016-12-27,2017-01-04,0.22,0.23,3.95,5,ts_extend
125,TGKN,S2,STRONG,6.64,4.02,2016-12-29,2016-12-30,2017-01-10,0.00,0.00,3.00,6,ts_extend
126,KRSB,S2,BASE,4.75,2.94,2017-01-03,2017-01-04,2017-01-12,4.14,4.07,-1.56,5,ts_extend
127,TTLK,S2,BASE,3.82,1.86,2017-01-10,2017-01-11,2017-01-18,0.16,0.16,-0.47,5,ts_extend
128,RKKE,S2,STRONG,6.79,3.65,2017-01-16,2017-01-17,2017-01-25,6089.73,6091.04,0.02,6,ts_extend
129,AMEZ,S2,ULTRA,7.47,3.04,2017-01-17,2017-01-18,2017-01-26,5.73,6.13,6.96,6,ts_extend
130,HYDR,S1,BASE,3.79,2.32,2017-01-18,2017-01-19,2017-01-26,1.10,1.09,-0.77,5,ts_extend
131,RUAL,S2,BASE,4.42,2.71,2017-01-26,2017-01-27,2017-02-03,34.44,37.02,7.52,5,ts_extend
132,MAGN,S1,BASE,4.92,2.23,2017-01-31,2017-02-01,2017-02-08,40.77,42.92,5.29,5,ts_extend
133,CNTLP,S2,BASE,4.06,2.25,2017-02-02,2017-02-03,2017-02-10,6.41,6.49,1.24,5,max_hold
134,KROT,S2,STRONG,6.19,7.24,2017-02-13,2017-02-14,2017-02-15,804.28,626.34,-22.12,1,cat_stop
135,MSTT,S2,BASE,4.96,1.85,2017-02-13,2017-02-14,2017-02-21,105.17,106.12,0.91,5,ts_extend
136,RTSBP,S2,ULTRA,7.46,2.14,2017-02-15,2017-02-16,2017-03-02,0.30,0.29,-1.96,6,ts_extend
137,ZVEZ,S2,BASE,3.90,4.12,2017-02-20,2017-02-21,2017-03-01,5.06,6.05,19.69,5,ts_extend
138,TTLK,S2,BASE,4.97,2.44,2017-03-09,2017-03-10,2017-03-17,0.16,0.16,0.42,5,ts_extend
139,KOGK,S2,STRONG,6.45,3.17,2017-03-09,2017-03-10,2017-03-20,743.19,878.29,18.18,6,ts_extend
140,KZOS,S2,BASE,4.56,3.08,2017-03-16,2017-03-17,2017-03-21,56.89,57.51,1.08,2,rotate_atr20
141,TASBP,S2,BASE,3.86,3.85,2017-03-17,2017-03-20,2017-03-23,0.11,0.12,4.19,3,rotate_atr20
142,KLSB,S2,BASE,4.63,6.35,2017-03-20,2017-03-21,2017-03-28,26.04,26.28,0.93,5,ts_extend
143,ASSB,S2,BASE,4.70,7.97,2017-03-22,2017-03-23,2017-03-30,0.45,0.49,8.55,5,ts_extend
144,UNAC,S2,BASE,4.09,3.58,2017-03-29,2017-03-30,2017-04-06,0.79,0.79,-0.09,5,ts_extend
145,VSMO,S2,BASE,3.86,2.17,2017-04-18,2017-04-19,2017-04-26,15624.96,15731.07,0.68,5,ts_extend
146,NKHP,S2,STRONG,6.19,4.48,2017-05-11,2017-05-12,2017-05-22,192.81,205.33,6.49,6,ts_extend
147,IGSTP,S2,ULTRA,7.54,5.09,2017-05-11,2017-05-12,2017-05-23,596.95,621.59,4.13,6,ts_extend
148,NLMK,S1,BASE,4.93,2.56,2017-05-16,2017-05-17,2017-05-24,110.80,109.86,-0.84,5,ts_extend
149,SNGS,S1,BASE,4.17,2.60,2017-05-25,2017-05-26,2017-06-02,29.75,30.86,3.73,5,ts_extend
150,PMSB,S2,BASE,4.73,2.03,2017-05-25,2017-05-26,2017-06-02,68.11,68.12,0.02,5,ts_extend
151,PMSB,S2,BASE,5.05,1.92,2017-06-05,2017-06-06,2017-06-09,68.31,53.20,-22.12,3,cat_stop
152,LSNGP,S2,BASE,3.70,3.82,2017-06-14,2017-06-15,2017-06-22,62.35,62.12,-0.37,5,ts_extend
153,BISVP,S2,STRONG,6.63,2.05,2017-07-04,2017-07-06,2017-07-17,3.90,3.84,-1.41,6,ts_extend
154,NKNC,S2,STRONG,5.59,2.57,2017-07-20,2017-07-21,2017-07-31,49.08,50.50,2.89,6,ts_extend
155,RUAL,S2,BASE,4.58,3.07,2017-08-03,2017-08-04,2017-08-11,35.48,41.35,16.54,5,ts_extend
156,MRKU,S2,BASE,4.25,4.09,2017-08-14,2017-08-15,2017-08-22,0.17,0.17,-0.27,5,ts_extend
157,VGSB,S2,ULTRA,9.73,4.50,2017-08-14,2017-08-15,2017-08-25,1.02,1.05,3.19,6,ts_extend
158,HIMCP,S2,BASE,4.74,5.54,2017-08-21,2017-08-22,2017-08-29,5.11,5.22,2.14,5,ts_extend
159,MTLR,S1,BASE,3.71,3.09,2017-08-22,2017-08-23,2017-08-30,166.27,164.40,-1.12,5,ts_extend
160,LNZL,S2,ULTRA,8.08,3.48,2017-08-24,2017-08-25,2017-09-04,6800.86,6863.00,0.91,6,ts_extend
161,GAZAP,S2,BASE,4.40,2.93,2017-08-28,2017-08-29,2017-08-30,362.58,366.41,1.06,1,rotate_atr20
162,SAREP,S2,ULTRA,8.14,7.04,2017-08-29,2017-08-30,2017-09-07,0.08,0.08,10.94,6,ts_extend
163,UNAC,S2,ULTRA,7.92,2.00,2017-09-04,2017-09-05,2017-09-06,0.74,0.74,-0.59,1,rotate_atr20
164,AFKS,S1,ULTRA,9.16,3.77,2017-09-05,2017-09-06,2017-09-14,14.12,14.10,-0.10,6,ts_extend
165,NKSH,S2,BASE,5.02,4.98,2017-09-05,2017-09-06,2017-09-13,14.77,19.64,32.93,5,ts_extend
166,ROST,S2,STRONG,6.89,5.46,2017-09-06,2017-09-07,2017-09-15,74.02,86.26,16.53,6,ts_extend
167,TGKN,S2,STRONG,6.66,3.76,2017-09-12,2017-09-13,2017-09-21,0.00,0.00,2.52,6,ts_extend
168,NKNCP,S2,STRONG,5.65,2.04,2017-09-19,2017-09-20,2017-09-26,27.05,26.57,-1.80,4,rotate_atr20
169,TGKA,S2,BASE,3.89,4.50,2017-09-22,2017-09-25,2017-09-28,0.01,0.01,-2.66,3,rotate_atr20
170,FESH,S2,ULTRA,7.70,5.56,2017-09-25,2017-09-26,2017-09-29,6.48,6.98,7.69,3,rotate_atr20
171,KOGK,S2,BASE,3.80,8.23,2017-09-26,2017-09-28,2017-10-06,849.36,661.44,-22.12,4,cat_stop
172,MISB,S2,BASE,3.67,14.34,2017-09-28,2017-09-29,2017-10-06,6.51,8.59,32.00,5,ts_extend
173,MAGE,S2,BASE,3.71,3.48,2017-10-11,2017-10-12,2017-10-30,2.65,2.52,-5.21,5,max_hold
174,KZOSP,S2,STRONG,6.21,2.04,2017-10-27,2017-10-30,2017-10-31,4.51,4.42,-1.87,1,rotate_atr20
175,DVEC,S2,BASE,4.63,3.32,2017-10-27,2017-10-30,2017-11-07,0.59,0.60,0.95,5,ts_extend
176,SLEN,S2,BASE,3.76,4.02,2017-10-30,2017-10-31,2017-11-08,5.37,5.41,0.85,5,ts_extend
177,TRMK,S2,STRONG,5.43,2.17,2017-11-03,2017-11-07,2017-11-13,83.33,80.97,-2.84,4,rotate_atr20
178,RZSB,S2,ULTRA,9.25,4.67,2017-11-09,2017-11-10,2017-11-20,3.53,3.52,-0.17,6,ts_extend
179,VRSBP,S2,BASE,4.44,4.19,2017-11-10,2017-11-13,2017-11-27,21.94,21.59,-1.56,5,ts_extend
180,NFAZ,S2,ULTRA,7.43,6.05,2017-11-21,2017-11-22,2017-11-30,103.67,108.34,4.51,6,ts_extend
181,KZOSP,S2,STRONG,5.49,2.01,2017-11-24,2017-11-27,2017-12-06,4.57,9.51,108.22,7,ts_extend
182,BSPB,S2,STRONG,5.68,1.89,2017-11-29,2017-11-30,2017-12-04,55.44,56.21,1.39,2,rotate_atr20
183,YAKG,S2,BASE,4.32,3.70,2017-12-01,2017-12-04,2017-12-11,10.92,10.75,-1.56,5,ts_extend
184,PMSB,S2,BASE,3.61,3.08,2017-12-14,2017-12-15,2017-12-22,80.03,79.57,-0.57,5,max_hold
185,JNOS,S2,BASE,4.94,5.53,2017-12-26,2017-12-27,2018-01-09,26.74,26.33,-1.56,5,ts_extend
186,BSPB,S2,STRONG,5.41,1.80,2018-01-09,2018-01-10,2018-01-11,58.14,57.91,-0.41,1,rotate_atr20
187,BRZL,S2,BASE,4.31,2.01,2018-01-09,2018-01-10,2018-01-15,891.42,888.58,-0.32,3,rotate_atr20
188,TGKB,S2,BASE,4.23,6.60,2018-01-10,2018-01-11,2018-01-18,0.00,0.00,2.16,5,ts_extend
189,KCHE,S2,BASE,5.06,3.83,2018-01-12,2018-01-15,2018-01-22,0.15,0.16,11.08,5,ts_extend
190,URKZ,S2,BASE,3.92,2.50,2018-01-17,2018-01-19,2018-01-30,85.14,85.64,0.60,5,ts_extend
191,STSB,S2,STRONG,6.30,3.19,2018-01-23,2018-01-24,2018-01-31,0.36,0.28,-22.12,5,cat_stop
192,RNFT,S2,STRONG,5.81,3.09,2018-01-29,2018-01-30,2018-02-07,602.96,616.47,2.24,6,ts_extend
