=== ПАРАМЕТРЫ ПРОГОНА ===
Дата прогона,2026-03-18T23:32:37
Капитал,1000000
Старт,2015
OOS год,2023
Макс позиций S1,2
Макс позиций S2,2
Комиссия %,0.06
Проскальзывание %,0.10
Ребалансировка,none

--- Сигнал ---
Мин объём (млн),100
Мин VR,3.6
Макс VR,10
Дней сигнала,1
ATR мин %,1.3
ATR окно,20
MA период,50
MA фильтр,above
Bull bar,да
CP мин %,0.55
Макс дн. доходность %,10
VR подтверждение,2
Gap отмена %,6
Vol окно,30

--- Выход ---
Стоп-лосс %,15
Див гэп %,3
ROT множитель,1.5
ROT абс %,0.5

--- Тиры ---
ULTRA minVR,7.1
ULTRA maxHold,10
ULTRA TS after,6
ULTRA TS dist %,1.8
STRONG minVR,5.1
STRONG maxHold,7
STRONG TS after,6
STRONG TS dist %,1.6
BASE minVR,3.6
BASE maxHold,5
BASE TS after,5
BASE TS dist %,1.4

=== ИТОГИ ===
Всего сделок,766
Средняя доходность %,4.12
Медианная доходность %,1.36
Win rate %,66.1
Profit factor,3.79
Sharpe,2.28
Макс просадка %,34.84
Общая доходность %,253591451.67
CAGR %,0.00
Макс выигрыш %,108.22
Макс проигрыш %,-15.14
Ср. выигрыш %,8.48
Ср. проигрыш %,4.36
Макс серия побед,17
Макс серия потерь,7
Ср. удержание дней,5.0
Период,2015-01-05 — 2026-03-18

=== СДЕЛКИ ===
#,Ticker,Strategy,Tier,VR,ATR%,Signal,Entry,Exit,EntryPx,ExitPx,Return%,Held,Reason
12,DZRDP,S2,STRONG,5.49,6.39,2015-04-15,2015-04-16,2015-04-27,1252.00,1567.95,25.24,6,ts_extend
13,TGKB,S2,STRONG,6.30,7.91,2015-04-27,2015-04-28,2015-05-08,0.00,0.00,1.36,6,ts_extend
14,ARSA,S2,STRONG,5.72,6.24,2015-05-08,2015-05-12,2015-05-21,0.83,0.84,0.45,6,ts_extend
15,PMSB,S2,STRONG,5.11,4.26,2015-05-25,2015-05-26,2015-06-09,45.97,48.14,4.71,7,ts_extend
16,RTKM,S1,BASE,4.63,1.86,2015-06-09,2015-06-10,2015-06-18,97.26,95.83,-1.46,5,ts_extend
17,MRKZ,S2,BASE,5.05,5.45,2015-06-15,2015-06-16,2015-06-23,0.03,0.03,2.45,5,ts_extend
18,SELG,S2,ULTRA,7.86,2.21,2015-06-25,2015-06-26,2015-07-01,4.21,4.08,-2.93,3,rotate_atr20
19,MVID,S2,ULTRA,7.36,2.29,2015-06-25,2015-06-26,2015-07-02,191.31,188.60,-1.42,4,rotate_atr20
20,RGSS,S1,BASE,4.14,1.49,2015-06-29,2015-06-30,2015-08-06,5.28,5.30,0.44,5,max_hold
21,SAREP,S2,BASE,4.26,7.79,2015-06-30,2015-07-01,2015-07-08,0.07,0.09,37.28,5,ts_extend
22,PLZL,S2,ULTRA,7.96,5.23,2015-07-01,2015-07-02,2015-07-13,173.28,178.19,2.84,7,ts_extend
23,NNSBP,S2,ULTRA,7.16,2.70,2015-07-16,2015-07-17,2015-07-20,703.12,700.88,-0.32,1,rotate_atr20
24,DIOD,S2,STRONG,6.75,4.05,2015-07-16,2015-07-17,2015-07-27,4.28,4.55,6.36,6,ts_extend
25,KRSBP,S2,STRONG,5.70,9.73,2015-07-16,2015-07-20,2015-07-31,1.99,1.69,-15.14,6,cat_stop
26,YKENP,S2,STRONG,5.22,6.27,2015-08-11,2015-08-12,2015-08-26,0.18,0.18,0.81,6,ts_extend
27,KAZTP,S2,ULTRA,9.71,6.42,2015-08-27,2015-08-28,2015-09-07,58.09,60.59,4.30,6,ts_extend
28,MRKZ,S2,STRONG,6.90,3.72,2015-09-09,2015-09-10,2015-09-18,0.03,0.03,0.89,6,ts_extend
29,NKNC,S2,BASE,4.68,4.13,2015-09-21,2015-09-22,2015-09-23,40.26,34.17,-15.14,1,cat_stop
30,LSNGP,S2,STRONG,5.12,4.07,2015-10-06,2015-10-07,2015-10-08,12.17,12.08,-0.73,1,rotate_atr20
31,KRSBP,S2,ULTRA,8.83,5.56,2015-10-06,2015-10-07,2015-10-14,2.94,2.50,-15.14,5,cat_stop
32,SBERP,S1,BASE,3.69,2.15,2015-10-07,2015-10-08,2015-10-15,64.34,67.14,4.35,5,max_hold
33,YKENP,S2,ULTRA,9.05,8.66,2015-10-07,2015-10-08,2015-10-16,0.23,0.31,36.19,6,ts_extend
34,SELG,S2,BASE,4.87,2.80,2015-10-14,2015-10-15,2015-10-22,4.14,4.11,-0.76,5,ts_extend
35,MFGSP,S2,STRONG,5.10,1.93,2015-10-15,2015-10-16,2015-10-27,623.00,633.66,1.71,6,ts_extend
36,TNSE,S2,STRONG,6.82,1.59,2015-10-22,2015-10-23,2015-11-03,1476.86,1487.62,0.73,7,max_hold
37,NMTP,S2,STRONG,5.76,2.45,2015-10-27,2015-10-28,2015-11-06,3.08,3.15,2.39,6,ts_extend
38,KMAZ,S2,STRONG,6.65,1.81,2015-11-03,2015-11-05,2015-11-13,35.86,35.61,-0.68,6,ts_extend
39,RGSS,S1,ULTRA,9.43,1.46,2015-11-05,2015-11-06,2015-12-01,5.42,5.41,-0.12,7,ts_extend
40,LSNGP,S2,BASE,3.81,2.42,2015-11-09,2015-11-10,2015-11-17,11.77,11.98,1.80,4,rotate_atr20
41,TORSP,S2,STRONG,5.81,3.88,2015-11-12,2015-11-13,2015-11-23,0.23,0.27,16.69,6,ts_extend
42,NKSH,S2,BASE,3.91,4.07,2015-11-16,2015-11-17,2015-11-25,9.97,10.08,1.18,5,max_hold
43,JNOS,S2,BASE,4.01,6.93,2015-11-20,2015-11-23,2015-11-30,25.04,24.16,-3.51,5,max_hold
44,MFGSP,S2,ULTRA,9.63,3.30,2015-11-24,2015-11-25,2015-12-03,539.86,590.22,9.33,6,ts_extend
45,CBOM,S2,BASE,3.61,2.26,2015-11-27,2015-11-30,2015-12-01,3.84,3.84,0.20,1,rotate_atr20
46,SELG,S2,STRONG,5.15,3.56,2015-11-30,2015-12-01,2015-12-02,6.41,5.44,-15.14,1,cat_stop
47,JNOSP,S2,ULTRA,8.52,4.00,2015-12-03,2015-12-04,2015-12-15,24.04,25.49,6.04,6,ts_extend
48,NNSB,S2,BASE,4.96,2.40,2015-12-10,2015-12-15,2015-12-30,1051.68,975.44,-7.25,1,rotate_atr20
49,NKNC,S2,ULTRA,7.61,2.89,2015-12-15,2015-12-16,2015-12-24,38.96,42.06,7.95,6,ts_extend
50,WTCM,S2,ULTRA,9.46,5.32,2015-12-28,2015-12-29,2016-01-15,9.06,9.56,5.46,6,ts_extend
51,MFGS,S2,ULTRA,8.54,4.22,2015-12-29,2015-12-30,2016-01-18,651.04,646.10,-0.76,6,ts_extend
52,AFKS,S1,STRONG,5.55,2.65,2016-01-14,2016-01-15,2016-01-25,17.64,17.68,0.23,6,ts_extend
53,BISVP,S2,STRONG,5.26,2.50,2016-01-12,2016-01-15,2016-01-28,4.12,4.10,-0.48,6,ts_extend
54,PHOR,S2,BASE,4.28,2.78,2016-01-22,2016-01-25,2016-02-01,2779.44,2747.52,-1.15,5,ts_extend
55,KCHE,S2,STRONG,5.20,6.11,2016-01-29,2016-02-01,2016-02-04,0.12,0.10,-15.14,3,cat_stop
56,MRKP,S2,BASE,4.21,1.89,2016-02-03,2016-02-04,2016-02-05,0.06,0.06,1.55,1,rotate_atr20
57,MSNG,S2,BASE,4.64,2.08,2016-02-03,2016-02-04,2016-02-09,0.95,0.95,-0.06,3,rotate_atr20
58,ARSA,S2,BASE,4.25,6.08,2016-02-04,2016-02-05,2016-02-11,1.60,1.36,-15.14,4,cat_stop
59,MAGE,S2,BASE,4.23,4.94,2016-02-05,2016-02-09,2016-02-18,3.02,3.19,5.62,5,max_hold
60,BISVP,S2,BASE,3.69,2.24,2016-02-10,2016-02-11,2016-02-16,4.08,4.33,6.29,3,rotate_atr20
61,ROST,S2,BASE,4.58,9.07,2016-02-15,2016-02-16,2016-02-22,60.40,66.25,9.69,5,ts_extend
62,MRKZ,S2,BASE,4.23,3.80,2016-02-17,2016-02-18,2016-02-25,0.03,0.03,-0.70,5,ts_extend
63,RKKE,S2,STRONG,5.54,3.06,2016-02-24,2016-02-25,2016-03-04,3405.44,3418.84,0.39,6,ts_extend
64,AFLT,S1,BASE,3.90,2.92,2016-03-01,2016-03-02,2016-03-10,61.20,67.39,10.12,5,ts_extend
65,LSRG,S2,ULTRA,9.47,1.86,2016-03-03,2016-03-04,2016-03-18,654.04,674.54,3.13,9,ts_extend
66,ABRD,S2,BASE,4.22,7.28,2016-03-18,2016-03-21,2016-03-28,91.65,98.44,7.42,5,ts_extend
67,KRKOP,S2,BASE,3.60,7.03,2016-03-25,2016-03-28,2016-04-04,2.44,2.78,13.59,5,ts_extend
68,DVEC,S2,BASE,5.07,2.51,2016-04-04,2016-04-05,2016-04-12,0.66,0.70,5.41,5,ts_extend
69,KMEZ,S2,BASE,4.67,4.78,2016-04-11,2016-04-12,2016-04-19,428.68,429.21,0.12,5,ts_extend
70,AFKS,S1,BASE,3.76,1.92,2016-04-12,2016-04-13,2016-04-20,18.78,19.35,3.06,5,ts_extend
71,SARE,S2,BASE,3.70,5.11,2016-04-18,2016-04-19,2016-04-20,0.25,0.35,39.40,1,rotate_atr20
72,SAREP,S2,STRONG,5.87,6.50,2016-04-18,2016-04-19,2016-04-25,0.19,0.16,-15.14,4,cat_stop
73,MRKU,S2,STRONG,5.52,8.30,2016-04-19,2016-04-20,2016-04-28,0.12,0.12,-0.28,6,ts_extend
74,TNSE,S2,STRONG,5.18,2.63,2016-04-26,2016-04-27,2016-05-10,1677.68,1699.60,1.31,6,ts_extend
75,MRKU,S2,ULTRA,7.11,4.85,2016-05-16,2016-05-17,2016-05-25,0.12,0.13,8.01,6,ts_extend
76,WTCMP,S2,BASE,4.45,6.88,2016-05-30,2016-05-31,2016-06-15,6.52,6.42,-1.56,5,ts_extend
77,PMSBP,S2,ULTRA,9.49,1.64,2016-06-27,2016-06-28,2016-06-30,54.09,45.90,-15.14,2,cat_stop
78,PMSB,S2,ULTRA,9.34,1.87,2016-06-27,2016-06-28,2016-07-06,54.09,53.03,-1.96,6,ts_extend
79,LSNGP,S2,STRONG,5.48,2.46,2016-07-01,2016-07-04,2016-07-12,16.03,22.60,41.00,6,ts_extend
80,TORSP,S2,ULTRA,8.51,2.44,2016-07-06,2016-07-07,2016-07-14,0.49,0.41,-15.14,5,cat_stop
81,BANEP,S2,BASE,4.58,2.36,2016-07-13,2016-07-14,2016-07-21,1856.97,1840.87,-0.87,5,ts_extend
82,SELG,S2,STRONG,5.15,2.33,2016-07-20,2016-07-21,2016-07-26,9.01,7.65,-15.14,3,cat_stop
83,MGNT,S1,BASE,4.01,2.62,2016-07-25,2016-07-26,2016-08-02,10491.76,10431.92,-0.57,5,ts_extend
84,DVEC,S2,BASE,4.73,2.84,2016-07-25,2016-07-26,2016-08-02,0.66,0.66,-0.97,5,ts_extend
85,NKHP,S2,STRONG,5.28,1.78,2016-08-01,2016-08-02,2016-08-11,279.45,279.01,-0.16,6,ts_extend
86,KMAZ,S2,BASE,4.46,1.65,2016-08-10,2016-08-11,2016-08-18,36.31,36.28,-0.09,5,ts_extend
87,MTLRP,S2,BASE,4.24,2.67,2016-08-17,2016-08-18,2016-08-25,41.55,44.53,7.18,5,max_hold
88,ABRD,S2,STRONG,5.44,1.36,2016-08-25,2016-08-26,2016-09-05,90.64,94.31,4.05,6,ts_extend
89,NKSH,S2,BASE,3.77,1.36,2016-09-02,2016-09-05,2016-09-06,9.42,9.38,-0.32,1,rotate_atr20
90,MAGEP,S2,STRONG,6.75,4.89,2016-09-02,2016-09-05,2016-09-13,3.14,2.66,-15.14,6,cat_stop
91,GAZA,S2,BASE,4.74,2.12,2016-09-05,2016-09-06,2016-09-07,464.74,449.28,-3.33,1,rotate_atr20
92,BLNG,S2,BASE,4.80,3.38,2016-09-06,2016-09-07,2016-09-14,4.93,5.51,11.87,5,ts_extend
93,DVEC,S2,ULTRA,7.16,4.17,2016-09-21,2016-09-22,2016-09-30,0.70,0.69,-0.85,6,ts_extend
94,LIFE,S2,STRONG,5.74,3.13,2016-10-05,2016-10-06,2016-10-10,15.83,14.93,-5.68,2,rotate_atr20
95,USBN,S2,BASE,3.73,8.57,2016-10-05,2016-10-06,2016-10-13,0.15,0.17,8.72,5,ts_extend
96,AQUA,S2,STRONG,5.49,5.78,2016-10-07,2016-10-10,2016-10-20,39.66,40.67,2.54,7,ts_extend
97,KOGK,S2,STRONG,5.11,6.31,2016-10-17,2016-10-18,2016-10-26,490.78,569.81,16.10,6,ts_extend
98,IGSTP,S2,BASE,4.19,3.46,2016-10-21,2016-10-24,2016-10-31,485.78,538.48,10.85,5,ts_extend
99,NLMK,S1,BASE,3.68,2.48,2016-10-26,2016-10-27,2016-11-03,96.49,103.52,7.28,5,ts_extend
100,UTAR,S2,BASE,4.34,2.47,2016-10-28,2016-10-31,2016-11-08,9.76,11.52,18.06,5,ts_extend
101,OGKB,S2,BASE,4.76,2.87,2016-11-07,2016-11-08,2016-11-15,0.40,0.42,4.99,5,ts_extend
102,NLMK,S1,BASE,4.23,3.02,2016-11-10,2016-11-11,2016-11-18,117.54,116.81,-0.62,5,ts_extend
103,KMAZ,S2,BASE,4.02,2.00,2016-11-15,2016-11-16,2016-11-23,46.87,46.86,-0.03,5,ts_extend
104,HYDR,S1,BASE,4.43,2.55,2016-11-29,2016-11-30,2016-12-07,0.94,0.97,2.66,5,ts_extend
105,MSTT,S2,BASE,3.94,2.02,2016-11-30,2016-12-01,2016-12-08,85.64,85.05,-0.68,5,ts_extend
106,STSBP,S2,BASE,4.06,5.58,2016-11-30,2016-12-01,2016-12-08,0.24,0.24,2.65,5,ts_extend
107,LSNG,S2,BASE,3.99,4.05,2016-12-07,2016-12-08,2016-12-15,5.75,6.00,4.19,5,ts_extend
108,VTBR,S1,BASE,5.00,1.52,2016-12-09,2016-12-12,2016-12-19,367.59,368.91,0.36,5,ts_extend
109,MSRS,S2,BASE,4.99,2.21,2016-12-15,2016-12-16,2016-12-19,1.06,0.90,-15.14,1,cat_stop
110,ARSA,S2,STRONG,5.53,2.60,2016-12-20,2016-12-21,2016-12-29,3.46,3.93,13.72,6,ts_extend
111,TGKN,S2,STRONG,6.64,4.02,2016-12-29,2016-12-30,2017-01-10,0.00,0.00,3.00,6,ts_extend
112,TTLK,S2,BASE,3.82,1.86,2017-01-10,2017-01-11,2017-01-18,0.16,0.16,-0.47,5,ts_extend
113,LVHK,S2,BASE,3.94,1.91,2017-01-17,2017-01-18,2017-01-27,8.01,8.19,2.17,5,max_hold
114,HYDR,S1,BASE,3.79,2.32,2017-01-18,2017-01-19,2017-01-26,1.10,1.09,-0.77,5,ts_extend
115,RUAL,S2,BASE,4.42,2.71,2017-01-26,2017-01-27,2017-02-03,34.44,37.02,7.52,5,ts_extend
116,MAGN,S1,BASE,4.92,2.23,2017-01-31,2017-02-01,2017-02-08,40.77,42.92,5.29,5,ts_extend
117,FESH,S2,BASE,4.87,5.40,2017-02-03,2017-02-06,2017-02-13,3.71,3.74,1.05,5,ts_extend
118,UNAC,S2,STRONG,5.73,3.00,2017-02-03,2017-02-06,2017-02-14,0.60,0.61,2.04,6,ts_extend
119,MSTT,S2,BASE,4.96,1.85,2017-02-13,2017-02-14,2017-02-21,105.17,106.12,0.91,5,ts_extend
120,BISVP,S2,ULTRA,7.50,1.59,2017-03-06,2017-03-09,2017-03-21,3.81,4.15,8.96,6,ts_extend
121,UNAC,S2,BASE,4.09,3.58,2017-03-29,2017-03-30,2017-04-06,0.79,0.79,-0.09,5,ts_extend
122,GCHE,S2,BASE,3.79,1.77,2017-04-18,2017-04-19,2017-04-24,1111.78,1257.98,13.15,3,rotate_atr20
123,VSMO,S2,BASE,3.86,2.17,2017-04-18,2017-04-19,2017-04-26,15624.96,15731.07,0.68,5,ts_extend
124,KRSBP,S2,STRONG,6.87,3.36,2017-04-21,2017-04-24,2017-05-03,4.12,4.22,2.62,6,ts_extend
125,IGSTP,S2,ULTRA,7.54,5.09,2017-05-11,2017-05-12,2017-05-19,596.95,506.60,-15.14,5,cat_stop
126,NKHP,S2,STRONG,6.19,4.48,2017-05-11,2017-05-12,2017-05-22,192.81,205.33,6.49,6,ts_extend
127,SNGS,S1,BASE,4.17,2.60,2017-05-25,2017-05-26,2017-06-02,29.75,30.86,3.73,5,ts_extend
128,PMSB,S2,BASE,4.73,2.03,2017-05-25,2017-05-26,2017-06-02,68.11,68.12,0.02,5,ts_extend
129,PMSBP,S2,ULTRA,8.69,1.53,2017-06-05,2017-06-06,2017-06-08,69.11,61.40,-11.15,2,rotate_atr20
130,PMSB,S2,BASE,5.05,1.92,2017-06-05,2017-06-06,2017-06-09,68.31,57.97,-15.14,3,cat_stop
131,KRSBP,S2,BASE,3.78,2.84,2017-06-07,2017-06-08,2017-06-15,4.00,3.39,-15.14,4,cat_stop
132,RNFT,S2,STRONG,6.09,1.53,2017-06-14,2017-06-15,2017-06-23,598.96,604.19,0.87,6,ts_extend
133,BISVP,S2,STRONG,6.63,2.05,2017-07-04,2017-07-06,2017-07-17,3.90,3.84,-1.41,6,ts_extend
134,MRKV,S2,STRONG,6.07,2.90,2017-07-26,2017-07-27,2017-08-04,0.10,0.10,4.16,6,ts_extend
135,MRKY,S2,STRONG,6.39,4.51,2017-07-26,2017-07-27,2017-08-04,0.05,0.05,0.13,6,ts_extend
136,RTGZ,S2,ULTRA,8.94,1.73,2017-08-07,2017-08-08,2017-08-09,14973.92,14726.40,-1.65,1,rotate_atr20
137,NKHP,S2,ULTRA,7.35,2.97,2017-08-07,2017-08-08,2017-08-15,188.80,197.68,4.70,5,rotate_atr20
138,RUAL,S2,BASE,4.57,3.47,2017-08-08,2017-08-09,2017-08-16,40.37,40.16,-0.52,5,ts_extend
139,MRKZ,S2,BASE,4.23,4.67,2017-08-14,2017-08-15,2017-08-22,0.06,0.06,2.29,5,ts_extend
140,FESH,S2,BASE,4.95,5.28,2017-08-15,2017-08-16,2017-08-23,4.21,4.82,14.67,5,ts_extend
141,HIMCP,S2,BASE,4.74,5.54,2017-08-21,2017-08-22,2017-08-29,5.11,5.22,2.14,5,ts_extend
142,MTLR,S1,BASE,3.71,3.09,2017-08-22,2017-08-23,2017-08-30,166.27,164.40,-1.12,5,ts_extend
143,MRKV,S2,BASE,4.97,4.41,2017-08-22,2017-08-23,2017-08-30,0.11,0.12,15.81,5,ts_extend
144,MSNG,S2,STRONG,6.41,2.45,2017-08-29,2017-08-30,2017-09-06,3.19,3.20,0.32,5,rotate_atr20
145,SAREP,S2,ULTRA,8.14,7.04,2017-08-29,2017-08-30,2017-09-07,0.08,0.08,10.94,6,ts_extend
146,AFKS,S1,ULTRA,9.16,3.77,2017-09-05,2017-09-06,2017-09-14,14.12,14.10,-0.10,6,ts_extend
147,NKSH,S2,BASE,5.02,4.98,2017-09-05,2017-09-06,2017-09-13,14.77,19.64,32.93,5,ts_extend
148,ROST,S2,STRONG,6.89,5.46,2017-09-06,2017-09-07,2017-09-15,74.02,86.26,16.53,6,ts_extend
149,TGKN,S2,STRONG,6.66,3.76,2017-09-12,2017-09-13,2017-09-21,0.00,0.00,2.52,6,ts_extend
150,RTKM,S1,STRONG,5.19,1.60,2017-09-19,2017-09-20,2017-09-28,69.21,68.65,-0.81,6,ts_extend
151,NKNCP,S2,STRONG,5.65,2.04,2017-09-19,2017-09-20,2017-09-26,27.05,26.57,-1.80,4,rotate_atr20
152,TGKA,S2,BASE,3.89,4.50,2017-09-22,2017-09-25,2017-09-28,0.01,0.01,-2.66,3,rotate_atr20
153,FESH,S2,ULTRA,7.70,5.56,2017-09-25,2017-09-26,2017-09-29,6.48,6.98,7.69,3,rotate_atr20
154,KOGK,S2,BASE,3.80,8.23,2017-09-26,2017-09-28,2017-10-03,849.36,720.80,-15.14,2,cat_stop
155,MISB,S2,BASE,3.67,14.34,2017-09-28,2017-09-29,2017-10-06,6.51,8.59,32.00,5,ts_extend
156,IGSTP,S2,BASE,4.74,2.77,2017-10-02,2017-10-03,2017-10-13,510.82,502.86,-1.56,5,ts_extend
157,STSBP,S2,BASE,4.81,1.69,2017-10-10,2017-10-11,2017-10-12,0.36,0.37,1.20,1,rotate_atr20
158,MAGE,S2,BASE,3.71,3.48,2017-10-11,2017-10-12,2017-10-17,2.65,2.66,0.06,1,rotate_atr20
159,JNOSP,S2,ULTRA,7.52,1.47,2017-10-12,2017-10-13,2017-10-16,15.12,15.97,5.62,1,rotate_atr20
160,CNTLP,S2,BASE,3.61,4.45,2017-10-13,2017-10-16,2017-10-18,10.99,9.32,-15.14,2,cat_stop
161,MISBP,S2,STRONG,6.40,5.84,2017-10-16,2017-10-17,2017-10-25,8.43,11.40,35.13,6,ts_extend
162,UKUZ,S2,STRONG,6.10,2.81,2017-10-23,2017-10-24,2017-11-01,861.38,889.10,3.22,6,ts_extend
163,KZOSP,S2,STRONG,6.21,2.04,2017-10-27,2017-10-30,2017-10-31,4.51,4.42,-1.87,1,rotate_atr20
164,SLEN,S2,BASE,3.76,4.02,2017-10-30,2017-10-31,2017-11-08,5.37,5.41,0.85,5,ts_extend
165,MSTT,S2,STRONG,6.08,2.18,2017-11-02,2017-11-03,2017-11-13,148.64,163.44,9.96,5,rotate_atr20
166,PMSBP,S2,STRONG,7.00,1.72,2017-11-08,2017-11-09,2017-11-10,76.92,80.67,4.87,1,rotate_atr20
167,RZSB,S2,ULTRA,9.25,4.67,2017-11-09,2017-11-10,2017-11-20,3.53,3.52,-0.17,6,ts_extend
168,VRSBP,S2,BASE,4.44,4.19,2017-11-10,2017-11-13,2017-11-27,21.94,18.61,-15.14,5,cat_stop
169,MTLRP,S2,BASE,4.75,2.87,2017-11-21,2017-11-22,2017-11-29,104.87,117.05,11.61,5,ts_extend
170,KZOSP,S2,STRONG,5.49,2.01,2017-11-24,2017-11-27,2017-12-06,4.57,9.51,108.22,7,ts_extend
171,BSPB,S2,STRONG,5.68,1.89,2017-11-29,2017-11-30,2017-12-04,55.44,56.21,1.39,2,rotate_atr20
172,YAKG,S2,BASE,4.32,3.70,2017-12-01,2017-12-04,2017-12-11,10.92,9.26,-15.14,5,cat_stop
173,PMSB,S2,BASE,3.61,3.08,2017-12-14,2017-12-15,2017-12-22,80.03,79.57,-0.57,5,max_hold
174,DVEC,S2,STRONG,6.37,3.89,2017-12-27,2017-12-28,2018-01-10,0.68,0.74,8.73,6,ts_extend
175,BRZL,S2,BASE,4.31,2.01,2018-01-09,2018-01-10,2018-01-17,891.42,890.90,-0.06,5,ts_extend
176,BSPB,S2,STRONG,5.41,1.80,2018-01-09,2018-01-10,2018-01-18,58.14,61.89,6.45,6,ts_extend
177,URKZ,S2,BASE,3.92,2.50,2018-01-17,2018-01-19,2018-01-30,85.14,85.64,0.60,5,ts_extend
178,RNFT,S2,STRONG,5.81,3.09,2018-01-29,2018-01-30,2018-02-07,602.96,616.47,2.24,6,ts_extend
179,MVID,S1,STRONG,5.19,1.93,2018-02-02,2018-02-05,2018-02-13,420.67,438.65,4.27,6,ts_extend
180,KZOS,S2,ULTRA,7.28,2.22,2018-02-14,2018-02-15,2018-03-02,81.13,88.24,8.76,10,ts_extend
181,VTBR,S1,BASE,3.84,1.93,2018-02-22,2018-02-26,2018-03-05,273.59,270.17,-1.25,5,ts_extend
182,BISVP,S2,STRONG,5.89,2.21,2018-03-02,2018-03-05,2018-03-19,4.03,3.99,-0.82,7,max_hold
183,RTSBP,S2,BASE,3.82,3.36,2018-03-20,2018-03-21,2018-03-22,0.30,0.26,-15.14,1,cat_stop
184,WTCM,S2,ULTRA,8.79,9.52,2018-03-27,2018-03-28,2018-04-05,8.51,8.73,2.49,6,ts_extend
185,RKKE,S2,STRONG,5.40,4.63,2018-04-04,2018-04-05,2018-04-13,5829.31,6375.94,9.38,6,ts_extend
186,NVTK,S1,BASE,3.70,2.96,2018-04-10,2018-04-11,2018-04-18,744.59,746.00,0.19,5,ts_extend
187,SNGS,S1,BASE,4.37,1.90,2018-04-10,2018-04-11,2018-04-18,29.30,29.39,0.30,5,ts_extend
188,WTCM,S2,BASE,4.69,6.24,2018-04-17,2018-04-18,2018-04-25,8.01,8.12,1.36,5,ts_extend
189,AQUA,S2,BASE,4.08,7.55,2018-04-27,2018-04-28,2018-05-07,202.32,254.97,26.02,5,ts_extend
190,LSNG,S2,STRONG,5.33,3.62,2018-05-07,2018-05-08,2018-05-17,6.46,6.45,-0.01,6,ts_extend
191,MRKY,S2,ULTRA,9.53,4.55,2018-05-07,2018-05-08,2018-05-17,0.07,0.07,2.91,6,ts_extend
192,RZSB,S2,BASE,3.76,3.72,2018-05-16,2018-05-17,2018-05-24,3.69,3.74,1.49,5,ts_extend
